Date_SNPS,Open_SNPS,High_SNPS,Low_SNPS,Close_SNPS,Adj Close_SNPS,Volume_SNPS,Daily Return(%)_SNPS,Vol5_SNPS,Vol10_SNPS,Vol20_SNPS,Vol60_SNPS,SMA5_SNPS,SMA10_SNPS,SMA30_SNPS,SMA60_SNPS,SMA100_SNPS,EMA5_SNPS,EMA10_SNPS,EMA30_SNPS,EMA60_SNPS,EMA100_SNPS,Short12_SNPS,Long26_SNPS,MACD_SNPS,SIGNAL9_SNPS,Ret5/10_SNPS,Ret10/30_SNPS,Ret30/60_SNPS,Ret30/100_SNPS,Emaret5/10_SNPS,Emaret10/30_SNPS,Emaret30/60_SNPS,Emaret30/100_SNPS,RetMACD_SNPS,DayRange_SNPS,average20r_SNPS,PRVHI_SNPS,HitLevel_SNPS,hitlevel_2_SNPS,hitlevel_1.8_SNPS
2011-01-03,27.04999923706055,27.27000045776367,26.97999954223633,26.98999977111816,26.98999977111816,606500,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.4099998474121094,,,2.2,2.0,1.8
2011-01-04,27.0,27.04999923706055,26.63999938964844,26.84000015258789,26.84000015258789,645400,-0.5557599844472159,,,,,,,,,,,,,,,,,,,-0.003073716878208726,-0.08922978825082922,0.02131940335225934,0.1835264594945338,-0.2419989515888,-0.09430374287296972,0.1062044796766007,0.2091244671958632,-0.08330603287241972,0.2099990844726598,,,,,
2011-01-05,26.70999908447266,26.79999923706055,26.59000015258789,26.78000068664551,26.78000068664551,1251700,-0.2235449538050549,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2900009155273402,,,,,
2011-01-06,26.75,26.95000076293945,26.65999984741211,26.68000030517578,26.68000030517578,1019500,-0.373414409655328,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6300010681152273,,,,,
2011-01-07,26.63999938964844,26.86000061035156,26.22999954223633,26.73999977111816,26.73999977111816,1345500,0.2248855519343442,,,,,26.8060001373291,,,,,26.8060001373291,,,,,,,,,,,,,,,,,,0.3199996948242223,,,,,
2011-01-10,26.63999938964844,26.84000015258789,26.52000045776367,26.79000091552734,26.79000091552734,842200,0.186990070445647,0.3442559878949342,,,,26.76600036621094,,,,,26.80066706339518,,,,,,,,,,,,,,,,,,0.4000015258788991,,,,,
2011-01-11,26.82999992370605,26.95000076293945,26.54999923706055,26.54999923706055,26.54999923706055,1306300,-0.8958628975920866,0.4593012817788144,,,,26.70800018310547,,,,,26.71711112128364,,,,,,,,,,,,,,,,,,0.4600009918212891,,,,,
2011-01-12,26.73999977111816,26.95000076293945,26.48999977111816,26.64999961853027,26.64999961853027,1541700,0.3766492818957643,0.5299027168958466,,,,26.68199996948242,,,,,26.69474062036585,,,,,,,,,,,,,,,,,,0.25,,,,,
2011-01-13,26.54999923706055,26.60000038146973,26.35000038146973,26.44000053405762,26.44000053405762,948800,-0.7879890712142174,0.6104462459147476,,,,26.63400001525879,,,,,26.60982725826311,,,,,,,,,,,,,,,,,,0.5799999237060511,,,,,
2011-01-14,26.44000053405762,26.84000015258789,26.26000022888184,26.80999946594238,26.80999946594238,766600,1.399390788242078,0.9411473800009236,,,,26.64799995422363,26.72700004577637,,,,26.67655132748953,26.72700004577637,,,,,,,,-0.8578942714159293,0.8578942714159293,0.0,0.0,-0.8578942714159293,-0.8578942714159293,0.8578942714159293,0.0,0.0,0.4500007629394496,,,,,
2011-01-18,26.77000045776367,27.11000061035156,26.65999984741211,27.04000091552734,27.04000091552734,1130900,0.8578942714159293,1.009840042448765,0.733263594647665,,,26.69799995422363,26.73200016021729,,,,26.79770119016881,26.783909294822,,,,,,,,1.183437837789033,-1.183437837789033,0.0,0.0,1.183437837789033,-1.183437837789033,-1.183437837789033,0.0,0.0,0.3299999237060511,,,,,
2011-01-19,26.95000076293945,27.0,26.67000007629395,26.71999931335449,26.71999931335449,870700,-1.183437837789033,1.091994793179498,0.8108708893628976,,,26.73199996948242,26.72000007629395,,,,26.77180056456404,26.77228929819154,,,,26.75250005722046,,,,-1.384726577069317,-1.384726577069317,0.0,0.0,1.384726577069317,1.384726577069317,-1.384726577069317,0.0,0.0,0.4800014495849609,,,,,
2011-01-20,26.54000091552734,26.70000076293945,26.21999931335449,26.35000038146973,26.35000038146973,709900,-1.384726577069317,1.264090026554361,0.9160961060860924,,,26.67200012207031,26.67700004577637,,,,26.6312005035326,26.69550949515121,,,,26.69057703018188,,,,0.4554111479929517,-0.4554111479929517,0.0,0.0,0.4554111479929517,0.4554111479929517,-0.4554111479929517,0.0,0.0,0.379999160766598,,,,,
2011-01-21,26.5,26.55999946594238,26.18000030517578,26.22999954223633,26.22999954223633,535100,-0.4554111479929517,1.235134512407186,0.9186023547263503,,,26.62999992370606,26.63199996948242,,,,26.49746684976718,26.61087132189396,,,,26.61971895511334,,,,-1.982464608611022,1.982464608611022,0.0,0.0,-1.982464608611022,-1.982464608611022,1.982464608611022,0.0,0.0,0.5799999237060618,,,,,
2011-01-24,26.20000076293945,26.78000068664551,26.20000076293945,26.75,26.75,1030200,1.982464608611022,1.430456828920366,1.142572216113287,,,26.61800003051758,26.63299999237061,,,,26.58164456651146,26.63616744518596,,,,26.63976219278821,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3700008392333984,,,,,
2011-01-25,26.6200008392334,26.77000045776367,26.39999961853027,26.75,26.75,924800,0.0,1.345248642766141,1.140875315776459,,,26.55999984741211,26.62899990081787,,,,26.63776304434097,26.65686427333397,,,,26.65672185543618,,,,-0.4859781710900993,0.4859781710900993,0.0,0.0,-0.4859781710900993,-0.4859781710900993,0.4859781710900993,0.0,0.0,0.610000610351559,,,,,
2011-01-26,26.75,27.20000076293945,26.59000015258789,26.8799991607666,26.8799991607666,982100,0.4859781710900993,1.246219710343319,1.104645833608762,,,26.59199981689453,26.66199989318848,,,,26.71850841648285,26.69743425286717,,,,26.6910722101024,,,,-2.232144345991931,2.232144345991931,0.0,0.0,-2.232144345991931,2.232144345991931,2.232144345991931,0.0,0.0,0.75,,,,,
2011-01-27,26.95000076293945,27.55999946594238,26.80999946594238,27.47999954223633,27.47999954223633,1472400,2.232144345991931,1.199156431194752,1.290972072430292,,,26.81799964904785,26.74499988555908,,,,26.97233879173401,26.83971885093429,,,,26.81244564581531,,,,-2.32896433882676,-2.32896433882676,0.0,0.0,2.32896433882676,-2.32896433882676,-2.32896433882676,0.0,0.0,0.8199996948242188,,,,,
