Date_AKAM,Open_AKAM,High_AKAM,Low_AKAM,Close_AKAM,Adj Close_AKAM,Volume_AKAM,Daily Return(%)_AKAM,Vol5_AKAM,Vol10_AKAM,Vol20_AKAM,Vol60_AKAM,SMA5_AKAM,SMA10_AKAM,SMA30_AKAM,SMA60_AKAM,SMA100_AKAM,EMA5_AKAM,EMA10_AKAM,EMA30_AKAM,EMA60_AKAM,EMA100_AKAM,Short12_AKAM,Long26_AKAM,MACD_AKAM,SIGNAL9_AKAM,Ret5/10_AKAM,Ret10/30_AKAM,Ret30/60_AKAM,Ret30/100_AKAM,Emaret5/10_AKAM,Emaret10/30_AKAM,Emaret30/60_AKAM,Emaret30/100_AKAM,RetMACD_AKAM,DayRange_AKAM,average20r_AKAM,PRVHI_AKAM,HitLevel_AKAM,hitlevel_2_AKAM,hitlevel_1.8_AKAM
2011-01-03,47.61000061035156,49.15000152587891,47.58000183105469,48.2599983215332,48.2599983215332,3595600,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,1.930000305175781,,,2.2,2.0,1.8
2011-01-04,48.45000076293945,48.72999954223633,46.79999923706055,47.13999938964844,47.13999938964844,4083800,-2.320760403725567,,,,,,,,,,,,,,,,,,,-0.7237522249133629,-0.2557010669090406,-0.05733141341391141,-0.1612111350979858,0.1757766085584874,-0.2758501306918945,-0.1029480243204078,-0.4004818318419502,-0.3585701549208631,2.650001525878913,,,,,
2011-01-05,47.06999969482422,49.34000015258789,46.68999862670898,48.84999847412109,48.84999847412109,6109200,3.627490680129604,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.030002593994141,,,,,
2011-01-06,48.95999908447266,49.33000183105469,48.29999923706055,48.45000076293945,48.45000076293945,2396600,-0.8188285029190685,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10999679565429,,,,,
2011-01-07,48.56000137329102,48.91999816894531,47.81000137329102,48.68999862670898,48.68999862670898,2754100,0.4953516202069994,,,,,48.27799911499024,,,,,48.27799911499024,,,,,,,,,,,,,,,,,,1.709999084472649,,,,,
2011-01-10,48.40999984741211,49.09999847412109,47.38999938964844,48.79000091552734,48.79000091552734,3174300,0.2053856883115683,2.192035671372158,,,,48.38399963378906,,,,,48.44866638183594,,,,,,,,,,,,,,,,,,1.259998321533203,,,,,
2011-01-11,49.45999908447266,49.59000015258789,48.33000183105469,48.75,48.75,2938600,-0.08198588804413492,1.715664168197258,,,,48.70599975585937,,,,,48.54911092122396,,,,,,,,,,,,,,,,,,0.9099998474121094,,,,,
2011-01-12,49.29000091552734,49.40999984741211,48.5,49.2599983215332,49.2599983215332,3466300,1.046150403145032,0.6921020453726998,,,,48.7879997253418,,,,,48.78607338799371,,,,,,,,,,,,,,,,,,1.880001068115234,,,,,
2011-01-13,49.25,51.08000183105469,49.20000076293945,50.38000106811523,50.38000106811523,5018500,2.273655673456313,0.9294853347860754,,,,49.17399978637695,,,,,49.31738261470089,,,,,,,,,,,,,,,,,,1.75,,,,,
2011-01-14,50.34000015258789,52.04999923706055,50.29999923706055,51.75,51.75,5311800,2.719330890907474,1.236146670671304,,,,49.78600006103515,49.0319995880127,,,,50.12825507646726,49.0319995880127,,,,,,,,0.9468631467957428,0.9468631467957428,0.0,0.0,-0.9468631467957428,0.9468631467957428,0.9468631467957428,0.0,0.0,1.409999847412095,,,,,
2011-01-18,51.56000137329102,52.72000122070312,51.31000137329102,52.2400016784668,52.2400016784668,4114000,0.9468631467957428,1.12125936997214,1.74850803516192,,,50.47600021362305,49.42999992370606,,,,50.83217061046711,49.61527269536798,,,,,,,,-1.397403012018852,-1.397403012018852,0.0,0.0,1.397403012018852,-1.397403012018852,-1.397403012018852,0.0,0.0,1.540000915527337,,,,,
2011-01-19,51.97000122070312,52.63000106811523,51.09000015258789,51.5099983215332,51.5099983215332,3022900,-1.397403012018852,1.601679022472065,1.581229772125624,,,51.02799987792969,49.86699981689453,,,,51.05811318082247,49.95976826376166,,,,49.50583299001058,,,,-2.271400130207745,-2.271400130207745,0.0,0.0,2.271400130207745,-2.271400130207745,-2.271400130207745,0.0,0.0,1.55999755859375,,,,,
2011-01-20,49.90999984741211,50.43999862670898,48.88000106811523,50.34000015258789,50.34000015258789,5464600,-2.271400130207745,2.210276207869639,1.551356377889022,,,51.24400024414062,50.01599998474121,,,,50.81874217141095,50.02890133445733,,,,49.63416639963786,,,,-2.800953204485884,-2.800953204485884,0.0,0.0,2.800953204485884,-2.800953204485884,-2.800953204485884,0.0,0.0,2.290000915527351,,,,,
2011-01-21,50.65999984741211,51.08000183105469,48.79000091552734,48.93000030517578,48.93000030517578,3797000,-2.800953204485884,2.327909500610524,1.815918514765734,,,50.95400009155274,50.06399993896484,,,,50.18916154933256,49.82910114731523,,,,49.525833154336,,,,1.021867968284297,1.021867968284297,0.0,0.0,-1.021867968284297,1.021867968284297,1.021867968284297,0.0,0.0,1.840000152587905,,,,,
2011-01-24,48.83000183105469,49.56000137329102,47.72000122070312,49.43000030517578,49.43000030517578,3827200,1.021867968284297,1.792083349026623,1.835745102634054,,,50.49000015258789,50.13800010681152,,,,49.9361078012803,49.75653735783533,,,,49.51108963908058,,,,-3.257132511453738,-3.257132511453738,0.0,0.0,3.257132511453738,-3.257132511453738,-3.257132511453738,0.0,0.0,1.810001373291023,,,,,
2011-01-25,49.06000137329102,49.06000137329102,47.25,47.81999969482422,47.81999969482422,3775400,-3.257132511453738,1.692260410393828,2.130416474960365,,,49.60599975585937,50.04099998474121,,,,49.23073843246161,49.40443960092422,,,,49.25092195534883,,,,-0.418236646206211,0.418236646206211,0.0,0.0,-0.418236646206211,-0.418236646206211,0.418236646206211,0.0,0.0,0.80999755859375,,,,,
2011-01-26,47.86999893188477,48.36999893188477,47.56000137329102,48.02000045776367,48.02000045776367,2702700,0.418236646206211,1.95831119132089,2.138832183499337,,,48.90800018310547,49.96800003051758,,,,48.8271591075623,49.15272339307685,,,,49.0615494172588,,,,0.06247142651166911,-0.06247142651166911,0.0,0.0,0.06247142651166911,0.06247142651166911,-0.06247142651166911,0.0,0.0,1.20000076293946,,,,,
2011-01-27,48.15000152587891,49.08000183105469,47.88000106811523,47.9900016784668,47.9900016784668,2677200,-0.06247142651166911,1.955502658752698,2.099459724766913,,,48.43800048828125,49.84100036621093,,,,48.54810663119713,48.94131944496593,,,,48.89669591898311,,,,0.5001076684156194,-0.5001076684156194,0.0,0.0,0.5001076684156194,0.5001076684156194,-0.5001076684156194,0.0,0.0,2.170001983642578,,,,,
2011-01-28,48.45000076293945,49.4900016784668,47.31999969482422,47.75,47.75,4488400,-0.5001076684156194,1.654505417486741,1.904502766521551,,,48.20200042724609,49.57800025939942,,,,48.28207108746476,48.72471590951757,,,,48.72028116221647,,,,-1.193716638375327,1.193716638375327,0.0,0.0,-1.193716638375327,-1.193716638375327,1.193716638375327,0.0,0.0,1.560001373291016,,,,,
2011-01-31,47.90000152587891,48.58000183105469,47.02000045776367,48.31999969482422,48.31999969482422,4495200,1.193716638375327,1.69469499466544,1.661997550846696,,,47.98000030517578,49.23500022888184,,,,48.29471395658458,48.65113114320968,,,,48.65869939800228,,,,-1.55215232768376,1.55215232768376,0.0,0.0,-1.55215232768376,-1.55215232768376,1.55215232768376,0.0,0.0,1.039997100830064,1.572999954223632,48.58000183105469,,,
2011-02-01,48.63999938964844,49.59999847412109,48.56000137329102,49.06999969482422,49.06999969482422,3375700,1.55215232768376,0.8528599633518343,1.736799837564296,1.845910368352982,,48.23000030517578,48.91800003051758,,,,48.5531425359978,48.72728906168504,,,,48.72197636674411,,,,2.058280676206583,-2.058280676206583,0.0,0.0,2.058280676206583,2.058280676206583,-2.058280676206583,0.0,0.0,1.319999694824226,1.542499923706055,49.59999847412109,45.1194019317627,45.43400192260742,45.74860191345215
2011-02-02,48.97000122070312,49.11999893188477,47.79999923706055,48.06000137329102,48.06000137329102,3153100,-2.058280676206583,1.442354022292115,1.782059940890884,1.828649933298519,,48.23800048828125,48.57300033569336,,,,48.38876214842887,48.60596402743158,,,,48.62013406005902,,,,-0.1040350304449356,0.1040350304449356,0.0,0.0,-0.1040350304449356,-0.1040350304449356,0.1040350304449356,0.0,0.0,0.9900016784667969,1.459499931335449,49.11999893188477,46.20649864196777,46.51499862670898,46.82349861145019
2011-02-03,47.88999938964844,48.7400016784668,47.75,48.11000061035156,48.11000061035156,2100200,0.1040350304449356,1.441751564558108,1.702370884231597,1.631273373404194,,48.26200027465821,48.35000038146973,,,,48.29584163573644,48.51578886068975,,,,48.54165199087326,,,,0.4780701295332088,-0.4780701295332088,0.0,0.0,0.4780701295332088,0.4780701295332088,-0.4780701295332088,0.0,0.0,0.9799995422363281,1.456999778747558,48.7400016784668,45.90909908294678,46.20099906921388,46.49289905548096
2011-02-04,48.11999893188477,48.63999938964844,47.65999984741211,47.88000106811523,47.88000106811523,4122500,-0.4780701295332088,1.439649854889855,1.489415646100962,1.624736527687435,,48.28800048828125,48.24500045776367,,,,48.15722811319604,48.40019108022165,,,,48.43985954121817,,,,-1.023395295605156,-1.023395295605156,0.0,0.0,1.023395295605156,1.023395295605156,-1.023395295605156,0.0,0.0,1.229999542236328,1.46299991607666,48.63999938964844,45.53460216522217,45.82600212097168,46.11740207672119
2011-02-07,48.25,48.38999938964844,47.15999984741211,47.38999938964844,47.38999938964844,5094400,-1.023395295605156,1.342358119130554,1.441639480210726,1.633543738361203,,48.1020004272461,48.04100036621094,,,,47.90148520534684,48.2165198637538,,,,48.27834259482282,,,,1.498204460048456,1.498204460048456,0.0,0.0,-1.498204460048456,-1.498204460048456,1.498204460048456,0.0,0.0,0.950000762939446,1.425,48.38999938964844,45.42139957427978,45.71399955749511,46.00659954071045
2011-02-08,47.43000030517578,48.38000106811523,47.43000030517578,48.09999847412109,48.09999847412109,3398900,1.498204460048456,1.323015663855435,1.15419238536805,1.67231981201412,,47.90800018310547,48.06900024414062,,,,47.96765629493827,48.19533415654784,,,,48.25090503779179,48.89538456843449,-0.6444795306427054,,0.2286835741033768,-0.2286835741033768,0.0,0.0,0.2286835741033768,0.2286835741033768,-0.2286835741033768,0.0,0.0,1.54999923706054,1.439500045776367,48.38000106811523,45.25499938964844,45.53999938964844,45.82499938964844
2011-02-09,48.0,49.38000106811523,47.83000183105469,47.9900016784668,47.9900016784668,8526900,-0.2286835741033768,0.9460910209998923,1.150279684329098,1.672752903892077,,47.89400024414063,48.06600036621094,,,,47.97510475611445,48.15800097871492,,,,48.21076605943409,48.82831916917763,-0.6175531097435325,,15.08647931911909,-15.08647931911909,0.0,0.0,15.08647931911909,15.08647931911909,-15.08647931911909,0.0,0.0,2.180000305175774,1.50300006866455,49.38000106811523,45.21310096740722,45.50100097656249,45.78890098571777
