Date_IBM,Open_IBM,High_IBM,Low_IBM,Close_IBM,Adj Close_IBM,Volume_IBM,Daily Return(%)_IBM,Vol5_IBM,Vol10_IBM,Vol20_IBM,Vol60_IBM,SMA5_IBM,SMA10_IBM,SMA30_IBM,SMA60_IBM,SMA100_IBM,EMA5_IBM,EMA10_IBM,EMA30_IBM,EMA60_IBM,EMA100_IBM,Short12_IBM,Long26_IBM,MACD_IBM,SIGNAL9_IBM,Ret5/10_IBM,Ret10/30_IBM,Ret30/60_IBM,Ret30/100_IBM,Emaret5/10_IBM,Emaret10/30_IBM,Emaret30/60_IBM,Emaret30/100_IBM,RetMACD_IBM,DayRange_IBM,average20r_IBM,PRVHI_IBM,HitLevel_IBM,hitlevel_2_IBM,hitlevel_1.8_IBM
2011-01-03,140.7361450195312,141.6826019287109,140.6692199707031,140.9942626953125,92.42768096923828,4815575,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,1.510513305664006,,,2.2,2.0,1.8
2011-01-04,141.0707397460938,141.7017211914062,140.1912078857422,141.1472320556641,92.52796936035156,5292865,0.108493322655374,,,,,,,,,,,,,,,,,,,-0.09723891429239782,-0.3802759227308535,-0.2810783151710132,-0.4271573071470331,0.592045525017011,-0.1310153897522369,-0.3792829283754071,-0.6825263978539,0.1574400093257473,0.7170104980469034,,,,,
2011-01-05,140.8604278564453,140.9942626953125,140.2772521972656,140.5831756591797,92.15823364257812,4871640,-0.3996227118800014,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.883361816406222,,,,,
2011-01-06,140.6596527099609,142.2466583251953,140.3632965087891,142.1223754882812,93.1672134399414,5260543,1.094867733556565,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8355712890625,,,,,
2011-01-07,142.2466583251953,142.3135833740234,140.4780120849609,141.4244689941406,92.70970916748047,4325942,-0.4910602512397093,,,,,141.2543029785156,,,,,141.2543029785156,,,,,,,,,,,,,,,,,,0.7934875488280966,,,,,
2011-01-10,141.0898590087891,141.5487518310547,140.7552642822266,141.1472320556641,92.52796936035156,3800536,-0.1960318044312346,0.6416875864193796,,,,141.2848968505859,,,,,141.2186126708984,,,,,,,,,,,,,,,,,,1.529632568359403,,,,,
2011-01-11,141.6826019287109,141.8260040283203,140.2963714599609,140.8030548095703,92.30233764648438,4355126,-0.2438427173393281,0.6492980139258989,,,,141.2160614013672,,,,,141.0800933837891,,,,,,,,,,,,,,,,,,1.548767089843693,,,,,
2011-01-12,141.4818420410156,142.7246704101562,141.1759033203125,142.5430145263672,93.4429702758789,4279709,1.235740033588114,0.8174655644107292,,,,141.6080291748047,,,,,141.5677337646484,,,,,,,,,,,,,,,,,,0.9942626953123863,,,,,
2011-01-13,142.6768646240234,142.7246704101562,141.7304077148438,142.2753295898438,93.26746368408203,3604307,-0.1877923919406553,0.6889500925853419,,,,141.6386199951172,,,,,141.8035990397136,,,,,,,,,,,,,,,,,,1.462722778320312,,,,,
2011-01-14,142.3422546386719,143.4034423828125,141.9407196044922,143.4034423828125,94.00701141357422,4753233,0.7929082267606447,0.6885420941327011,,,,142.0344146728516,141.6443588256836,,,,142.3368801540799,141.6443588256836,,,,,,,,0.4333328225911483,0.4333328225911483,0.0,0.0,-0.4333328225911483,0.4333328225911483,0.4333328225911483,0.0,0.0,1.988540649414091,,,,,
2011-01-18,143.2313537597656,144.7992401123047,142.8106994628906,144.0248565673828,94.41437530517578,9599037,0.4333328225911483,0.6351768494936434,0.634829373683818,,,142.6099395751953,141.9474182128906,,,,142.8995389585142,142.0771765969016,,,,,,,,3.345505414716872,3.345505414716872,0.0,0.0,-3.345505414716872,3.345505414716872,3.345505414716872,0.0,0.0,3.154861450195398,,,,,
2011-01-19,146.5200805664062,149.2638549804688,146.1089935302734,148.8432159423828,97.57302856445312,12699486,3.345505414716872,1.346756688847179,1.172363139167635,,,144.2179718017578,142.7170166015625,,,,144.8807646198038,143.3073655688073,,,,142.4426383972168,,,,0.07065392503981319,0.07065392503981319,0.0,0.0,-0.07065392503981319,0.07065392503981319,0.07065392503981319,0.0,0.0,1.443588256835994,,,,,
2011-01-20,147.7342224121094,149.1013336181641,147.6577453613281,148.9483795166016,97.6419448852539,7782135,0.07065392503981319,1.421305627671917,1.139527257353911,,,145.4990447998047,143.5535369873047,,,,146.2366362520697,144.3330044684062,,,,143.4435216463529,,,,-0.1925527489117877,-0.1925527489117877,0.0,0.0,0.1925527489117877,-0.1925527489117877,-0.1925527489117877,0.0,0.0,1.739974975585909,,,,,
2011-01-21,149.5219879150391,149.8852844238281,148.1453094482422,148.6615753173828,97.45391082763672,7331414,-0.1925527489117877,1.422210164246448,1.148268340744278,,,146.7762939453125,144.2074569702148,,,,147.0449492738408,145.1200173500384,,,,144.2462991342037,,,,2.655941354975553,2.655941354975553,0.0,0.0,-2.655941354975553,2.655941354975553,2.655941354975553,0.0,0.0,4.263870239257812,,,,,
2011-01-24,148.5850830078125,152.7629089355469,148.4990386962891,152.6099395751953,100.0422286987305,7620215,2.655941354975553,1.620631367330716,1.283000847390295,,,148.6175933837891,145.3260040283203,,,,148.899946040959,146.481821390976,,,,145.5330130482024,,,,1.133876154895636,1.133876154895636,0.0,0.0,-1.133876154895636,1.133876154895636,1.133876154895636,0.0,0.0,5.114730834960881,,,,,
2011-01-25,152.2084197998047,157.1223754882812,152.0076446533203,154.3403472900391,101.1765975952148,8640797,1.133876154895636,1.560172355105852,1.23977849245166,,,150.6806915283203,146.6453155517578,,,,150.7134131239857,147.9106442817147,,,,146.8879875469465,,,,-0.2477743365224914,-0.2477743365224914,0.0,0.0,0.2477743365224914,-0.2477743365224914,-0.2477743365224914,0.0,0.0,1.4149169921875,,,,,
2011-01-26,154.5602264404297,154.7801208496094,153.3652038574219,153.9579315185547,100.9259033203125,5599343,-0.2477743365224914,1.235281627963332,1.240183634716636,,,151.7036346435547,147.9608032226562,,,,151.7949192555087,149.0101510520492,,,,147.9756712348862,,,,0.01863270255358215,0.01863270255358215,0.0,0.0,-0.01863270255358215,0.01863270255358215,0.01863270255358215,0.0,0.0,1.261947631835909,,,,,
2011-01-27,154.3307800292969,155.0478057861328,153.7858581542969,153.9866180419922,100.944709777832,5102702,0.01863270255358215,1.241940497422657,1.263511354338184,,,152.7112823486328,149.1051635742188,,,,152.5254855176699,149.9149632320388,,,,148.9004322821333,,,,-1.154774528331147,-1.154774528331147,0.0,0.0,1.154774528331147,-1.154774528331147,-1.154774528331147,0.0,0.0,3.107086181640597,,,,,
2011-01-28,153.9674987792969,154.7992401123047,151.6921539306641,152.2084197998047,99.77904510498047,7034978,-1.154774528331147,1.464348905451447,1.377831207104719,,,153.4206512451172,150.0984725952148,,,,152.4197969450481,150.331955335269,,,,149.4093534386981,,,,1.752398038682381,1.752398038682381,0.0,0.0,-1.752398038682381,1.752398038682381,1.752398038682381,0.0,0.0,3.173995971679716,,,,,
2011-01-31,152.1797332763672,154.8757171630859,151.7017211914062,154.8757171630859,101.5275955200195,7528271,1.752398038682381,1.1511300535252,1.41893146871035,,,153.8738067626953,151.2457000732422,,,,153.2384370177274,151.1580938494175,,,,150.2503324732193,,,,0.9629618317752959,0.9629618317752959,0.0,0.0,-0.9629618317752959,0.9629618317752959,0.9629618317752959,0.0,0.0,1.854690551757898,2.039676666259761,154.8757171630859,,,
2011-02-01,154.9808807373047,156.7304077148438,154.8757171630859,156.3671112060547,102.5052642822266,6099540,0.9629618317752959,1.122373535923025,1.414367964272753,1.113356440607538,,154.2791595458984,152.4799255371094,,,,154.2813284138365,152.1051879142606,,,,151.191375355194,,,,-0.1589628867035512,-0.1589628867035512,0.0,0.0,0.1589628867035512,-0.1589628867035512,-0.1589628867035512,0.0,0.0,0.9464569091797159,2.011473846435547,156.7304077148438,150.3884284973144,150.7963638305664,151.2042991638183
2011-02-02,156.2141418457031,156.4053497314453,155.4588928222656,156.1185455322266,102.3423004150391,4083584,-0.1589628867035512,1.112866795815888,1.128299039374509,1.120202561157958,,154.7112823486328,153.2074584960938,,,,154.8937341199665,152.8348892993453,,,,151.9494015362759,,,,0.1408411471174053,0.1408411471174053,0.0,0.0,-0.1408411471174053,0.1408411471174053,0.1408411471174053,0.0,0.0,1.328872680664091,2.042066955566406,156.4053497314453,152.3051652526856,152.7074600219727,153.1097547912598
2011-02-03,155.9847106933594,156.9789733886719,155.6501007080078,156.3384246826172,102.4864501953125,4898836,0.1408411471174053,1.106906186376516,1.125657007570329,1.103467323902431,,155.1816436767578,153.9464630126953,,,,155.3752976408501,153.4718957326675,,,,152.6246358664823,,,,0.2874154714202266,0.2874154714202266,0.0,0.0,-0.2874154714202266,0.2874154714202266,0.2874154714202266,0.0,0.0,0.8795318603515909,1.991875457763675,156.9789733886719,151.9128024291992,152.3212158203125,152.7296292114258
