Date_KEYS,Open_KEYS,High_KEYS,Low_KEYS,Close_KEYS,Adj Close_KEYS,Volume_KEYS,Daily Return(%)_KEYS,Vol5_KEYS,Vol10_KEYS,Vol20_KEYS,Vol60_KEYS,SMA5_KEYS,SMA10_KEYS,SMA30_KEYS,SMA60_KEYS,SMA100_KEYS,EMA5_KEYS,EMA10_KEYS,EMA30_KEYS,EMA60_KEYS,EMA100_KEYS,Short12_KEYS,Long26_KEYS,MACD_KEYS,SIGNAL9_KEYS,Ret5/10_KEYS,Ret10/30_KEYS,Ret30/60_KEYS,Ret30/100_KEYS,Emaret5/10_KEYS,Emaret10/30_KEYS,Emaret30/60_KEYS,Emaret30/100_KEYS,RetMACD_KEYS,DayRange_KEYS,average20r_KEYS,PRVHI_KEYS,HitLevel_KEYS,hitlevel_2_KEYS,hitlevel_1.8_KEYS
2014-10-20,27.89999961853027,33.0,27.31999969482422,28.25,28.25,1333600,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,1.19000053405761,,,2.2,2.0,1.8
2014-10-21,28.48999977111816,29.48999977111816,28.29999923706055,28.30999946594238,28.30999946594238,697700,0.2123874900615195,,,,,,,,,,,,,,,,,,,-0.1558012342913309,0.05054052153951772,-0.2399270753854175,0.01563536236655777,-0.4158722915986457,-0.127799367048381,0.02397653078128198,0.09229114766819263,0.1475585407353705,0.9099998474121094,,,,,
2014-10-22,28.46999931335449,28.90999984741211,28.0,28.75,28.75,768800,1.554223039060641,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.289999008178711,,,,,
2014-10-23,28.75,29.88999938964844,28.60000038146973,29.25,29.25,1270700,1.739130434782609,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9799995422363317,,,,,
2014-10-24,29.11000061035156,30.09000015258789,29.11000061035156,29.75,29.75,1540700,1.70940170940171,,,,,28.86199989318848,,,,,28.86199989318848,,,,,,,,,,,,,,,,,,0.9200000762939418,,,,,
2014-10-27,29.85000038146973,30.29000091552734,29.3700008392334,30.10000038146973,30.10000038146973,766700,1.176471870486488,0.6365699767376288,,,,29.23199996948242,,,,,29.27466672261556,,,,,,,,,,,,,,,,,,1.350000381469719,,,,,
2014-10-28,30.29999923706055,31.29000091552734,29.94000053405762,30.64999961853027,30.64999961853027,536200,1.827239967076985,0.2571124543416717,,,,29.7,,,,,29.7331110212538,,,,,,,,,,,,,,,,,,1.059999465942379,,,,,
2014-10-29,30.64999961853027,31.0,29.94000053405762,30.0,30.0,596300,-2.120716563197917,1.689270080427803,,,,29.95,,,,,29.8220740141692,,,,,,,,,,,,,,,,,,0.9400005340576207,,,,,
2014-10-30,30.14999961853027,30.69000053405762,29.75,30.25,30.25,415600,0.8333333333333334,1.619390603606875,,,,30.15,,,,,29.96471600944614,,,,,,,,,,,,,,,,,,1.729999542236332,,,,,
2014-10-31,30.25,31.97999954223633,30.25,31.5,31.5,29854300,4.132231404958678,2.244380799073057,,,,30.5,29.68099994659424,,,,30.47647733963076,29.68099994659424,,,,,,,,-2.825394887772829,-2.825394887772829,0.0,0.0,2.825394887772829,-2.825394887772829,-2.825394887772829,0.0,0.0,1.510000228881839,,,,,
2014-11-03,30.61000061035156,31.88999938964844,30.3799991607666,30.61000061035156,30.61000061035156,9243900,-2.825394887772829,2.868223602857766,2.016414387464812,,,30.60200004577637,29.91700000762939,,,,30.52098509653769,29.84990915818648,,,,,,,,-1.470110271044131,-1.470110271044131,0.0,0.0,1.470110271044131,-1.470110271044131,-1.470110271044131,0.0,0.0,0.7199993133544993,,,,,
2014-11-04,30.75,30.79999923706055,30.07999992370605,30.15999984741211,30.15999984741211,6483800,-1.470110271044131,2.82800366486638,2.139536959624917,,,30.50400009155273,30.10200004577637,,,,30.4006566801625,29.90628928350023,,,,29.79833332697551,,,,0.06631451546704176,0.06631451546704176,0.0,0.0,-0.06631451546704176,0.06631451546704176,0.06631451546704176,0.0,0.0,1.0,,,,,
