Date_TEL,Open_TEL,High_TEL,Low_TEL,Close_TEL,Adj Close_TEL,Volume_TEL,Daily Return(%)_TEL,Vol5_TEL,Vol10_TEL,Vol20_TEL,Vol60_TEL,SMA5_TEL,SMA10_TEL,SMA30_TEL,SMA60_TEL,SMA100_TEL,EMA5_TEL,EMA10_TEL,EMA30_TEL,EMA60_TEL,EMA100_TEL,Short12_TEL,Long26_TEL,MACD_TEL,SIGNAL9_TEL,Ret5/10_TEL,Ret10/30_TEL,Ret30/60_TEL,Ret30/100_TEL,Emaret5/10_TEL,Emaret10/30_TEL,Emaret30/60_TEL,Emaret30/100_TEL,RetMACD_TEL,DayRange_TEL,average20r_TEL,PRVHI_TEL,HitLevel_TEL,hitlevel_2_TEL,hitlevel_1.8_TEL
2011-01-03,35.52999877929688,36.43000030517578,35.36000061035156,36.2400016784668,28.85062789916992,2593100,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,0.9599990844726491,,,2.2,2.0,1.8
2011-01-04,36.25,36.27000045776367,35.31000137329102,35.5,28.26152229309082,2265000,-2.041947141813996,,,,,,,,,,,,,,,,,,,-0.3609705067108708,-0.004815403261757233,0.2298002711715953,-0.07776542494416833,0.007673719132294442,-0.2140286540419807,-0.03861366722832609,-0.01162433482691204,-0.04872941056061812,0.470001220703125,,,,,
2011-01-05,35.36999893188477,35.61000061035156,35.13999938964844,35.18999862670898,28.01471710205078,2432400,-0.8732433050451344,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839996337890625,,,,,
2011-01-06,35.36000061035156,35.41999816894531,34.58000183105469,35.13999938964844,27.97492599487305,2293300,-0.1420836573224265,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9399986267089915,,,,,
2011-01-07,35.27999877929688,35.90999984741211,34.97000122070312,35.22999954223633,28.04656982421875,1711700,0.2561188222854748,,,,,35.45999984741211,,,,,35.45999984741211,,,,,,,,,,,,,,,,,,0.9700012207031179,,,,,
2011-01-10,35.18000030517578,36.0,35.02999877929688,35.86999893188477,28.55608367919922,2353800,1.816631842078698,1.425147412157755,,,,35.3859992980957,,,,,35.596666208903,,,,,,,,,,,,,,,,,,0.2999992370605398,,,,,
2011-01-11,35.86000061035156,36.09999847412109,35.79999923706055,35.86000061035156,28.54812240600586,1426300,-0.02787377148295018,0.992128024944356,,,,35.45799942016602,,,,,35.68444434271919,,,,,,,,,,,,,,,,,,0.2900009155273366,,,,,
2011-01-12,36.22000122070312,36.25,35.95999908447266,36.20000076293945,28.81879615783691,2190600,0.9481320323506747,0.8154925180108071,,,,35.65999984741211,,,,,35.85629648279262,,,,,,,,,,,,,,,,,,0.3900032043457102,,,,,
2011-01-13,36.18000030517578,36.4900016784668,36.09999847412109,36.33000183105469,28.92228507995605,2068500,0.3591189651253428,0.7326482019256868,,,,35.89800033569336,,,,,36.01419826554664,,,,,,,,,,,,,,,,,,0.4699974060058594,,,,,
2011-01-14,36.41999816894531,36.84999847412109,36.38000106811523,36.58000183105469,29.12131309509277,1667000,0.6881364916043065,0.6961374301076085,,,,36.16800079345703,35.81400032043457,,,,36.20279945404933,35.81400032043457,,,,,,,,0.5467384861430123,0.5467384861430123,0.0,0.0,-0.5467384861430123,0.5467384861430123,0.5467384861430123,0.0,0.0,0.5499992370605398,,,,,
2011-01-18,36.70000076293945,36.93999862670898,36.38999938964844,36.77999877929688,29.28053283691406,1445800,0.5467384861430123,0.3663535531162354,1.048023716304945,,,36.35000076293945,35.86800003051758,,,,36.39519922913185,35.98963640386408,,,,,,,,-2.039151780565496,-2.039151780565496,0.0,0.0,2.039151780565496,-2.039151780565496,-2.039151780565496,0.0,0.0,1.179996490478516,,,,,
2011-01-19,36.7599983215332,36.7599983215332,35.58000183105469,36.02999877929688,28.6834545135498,2664000,-2.039151780565496,1.215310553035174,1.047373393746567,,,36.38400039672852,35.92099990844726,,,,36.27346574585353,35.99697501757913,,,,35.91250006357829,,,,-0.02774999131822159,-0.02774999131822159,0.0,0.0,0.02774999131822159,-0.02774999131822159,-0.02774999131822159,0.0,0.0,2.620002746582031,,,,,
2011-01-20,35.72999954223633,36.65000152587891,34.02999877929688,36.02000045776367,28.67550086975098,5117000,-0.02774999131822159,1.119777089164819,0.9877303810598985,,,36.34800033569336,36.00400009155273,,,,36.18897731649025,36.00116146124905,,,,35.92903858576065,,,,1.193782064717048,1.193782064717048,0.0,0.0,-1.193782064717048,1.193782064717048,1.193782064717048,0.0,0.0,0.4700012207031179,,,,,
2011-01-21,36.33000183105469,36.72000122070312,36.25,36.45000076293945,29.017822265625,2613500,1.193782064717048,1.258005076737625,1.020437459787673,,,36.37200012207031,36.13500022888184,,,,36.27598513197331,36.08276860701093,,,,36.00918661301893,,,,1.893000308001477,1.893000308001477,0.0,0.0,-1.893000308001477,1.893000308001477,1.893000308001477,0.0,0.0,0.7400016784667898,,,,,
2011-01-24,36.72999954223633,37.22000122070312,36.47999954223633,37.13999938964844,29.56712913513184,2537200,1.893000308001477,1.4979602573023,1.125744759996083,,,36.48399963378906,36.32600021362305,,,,36.56398988453169,36.27499238567229,,,,36.18315780942346,,,,-0.2153958472592533,-0.2153958472592533,0.0,0.0,0.2153958472592533,-0.2153958472592533,-0.2153958472592533,0.0,0.0,0.2299995422363352,,,,,
2011-01-25,36.91999816894531,37.11000061035156,36.88000106811523,37.06000137329102,29.50343894958496,4266800,-0.2153958472592533,1.5070195799661,1.049530171843715,,,36.54000015258789,36.44500045776367,,,,36.72932704745148,36.41772129251206,,,,36.31805681924924,,,,-0.02698903362071743,-0.02698903362071743,0.0,0.0,0.02698903362071743,-0.02698903362071743,-0.02698903362071743,0.0,0.0,0.7299995422363281,,,,,
2011-01-26,36.61000061035156,37.25,36.52000045776367,37.04999923706055,29.49548149108887,3660100,-0.02698903362071743,0.9313644556062317,1.049496512861047,,,36.74400024414062,36.56400032043457,,,,36.83621777732117,36.5326809187936,,,,36.43066334506636,,,,-2.645073042959876,-2.645073042959876,0.0,0.0,2.645073042959876,-2.645073042959876,-2.645073042959876,0.0,0.0,1.020000457763665,,,,,
2011-01-27,36.91999816894531,37.04999923706055,36.02999877929688,36.06999969482422,28.71529579162598,2582500,-2.645073042959876,1.735234488368572,1.378604264372419,,,36.75400009155273,36.55100021362305,,,,36.58081174982219,36.44855705989007,,,,36.37517662964449,,,,-1.552540554557786,-1.552540554557786,0.0,0.0,1.552540554557786,-1.552540554557786,-1.552540554557786,0.0,0.0,0.9300003051757741,,,,,
2011-01-28,36.0,36.18999862670898,35.2599983215332,35.5099983215332,28.26947975158691,2950100,-1.552540554557786,1.713178886251034,1.449763173595196,,,36.56599960327149,36.4689998626709,,,,36.22387394039253,36.27791001655245,,,,36.24207227455045,,,,2.027601393229347,2.027601393229347,0.0,0.0,-2.027601393229347,-2.027601393229347,2.027601393229347,0.0,0.0,2.040000915527337,,,,,
2011-01-31,34.72000122070312,36.5,34.45999908447266,36.22999954223633,28.8426685333252,3414300,2.027601393229347,1.760763529382341,1.597218051114727,,,36.38399963378906,36.43399963378906,,,,36.2259158076738,36.26919902122225,,,,36.24021493111751,,,,-2.677342624783403,2.677342624783403,0.0,0.0,-2.677342624783403,-2.677342624783403,2.677342624783403,0.0,0.0,0.8500022888183594,0.8495000839233373,36.5,,,
2011-02-01,36.66999816894531,37.29000091552734,36.43999862670898,37.20000076293945,29.61489105224609,3213900,2.677342624783403,2.271602262434722,1.817680032490031,1.444113797797705,,36.41199951171875,36.47599983215332,,,,36.55061079276236,36.43843570153447,,,,36.38787428985934,,,,0.5107592406168447,-0.5107592406168447,0.0,0.0,0.5107592406168447,-0.5107592406168447,-0.5107592406168447,0.0,0.0,0.8400001525878906,0.8435001373290995,37.29000091552734,34.63109981536866,34.80099983215332,34.97089984893799
2011-02-02,36.43000030517578,37.20999908447266,36.36999893188477,37.0099983215332,29.4636344909668,2586600,-0.5107592406168447,2.288394479048646,1.673719716647547,1.360475291746387,,36.40399932861328,36.57399978637695,,,,36.70373996901931,36.54235617789787,,,,36.48358567934763,,,,1.188864216870239,-1.188864216870239,0.0,0.0,1.188864216870239,-1.188864216870239,-1.188864216870239,0.0,0.0,1.099998474121094,0.8749999999999979,37.20999908447266,35.43430061340332,35.60300064086914,35.77170066833496
2011-02-03,36.97999954223633,37.18000030517578,36.08000183105469,36.56999969482422,29.11335182189941,2715800,-1.188864216870239,1.932735903630928,1.736636029627106,1.37553801012416,,36.50399932861328,36.62899971008301,,,,36.65915987762095,36.54738227188448,,,,36.4968801432671,,,,-0.8750333538272044,0.8750333538272044,0.0,0.0,-0.8750333538272044,0.8750333538272044,0.8750333538272044,0.0,0.0,0.5499992370605398,0.8605001449584936,37.18000030517578,35.28499908447267,35.45999908447267,35.63499908447267
2011-02-04,36.72000122070312,36.95000076293945,36.40000152587891,36.88999938964844,29.36810684204102,3958800,0.8750333538272044,1.636143188914177,1.718490009211547,1.380957909893105,,36.77999954223633,36.67299957275391,,,,36.73610638163012,36.6096762932961,,,,36.55736002732577,,,,0.2168659050645835,0.2168659050645835,0.0,0.0,-0.2168659050645835,0.2168659050645835,0.2168659050645835,0.0,0.0,0.2700004577636861,0.8270002365112283,36.95000076293945,35.28689998626709,35.45900001525879,35.63110004425049
2011-02-07,36.88000106811523,37.06000137329102,36.79000091552734,36.97000122070312,29.43178749084473,2254300,0.2168659050645835,1.483112163964527,1.605839548288057,1.380980182871614,,36.92799987792969,36.65599975585938,,,,36.81407132798778,36.67518991646102,,,,36.62084328784536,,,,0.7303230966962461,0.7303230966962461,0.0,0.0,-0.7303230966962461,0.7303230966962461,0.7303230966962461,0.0,0.0,0.4200019836425639,0.7995002746582006,37.06000137329102,35.13060024261475,35.296000289917,35.46140033721925
2011-02-08,37.06999969482422,37.38000106811523,36.95999908447266,37.2400016784668,29.6467399597168,1577800,0.7303230966962461,0.8685264887619188,1.621756878968882,1.336792275779944,,36.93600006103516,36.67399978637695,,,,36.95604811148079,36.77788296409843,,,,36.71609842486404,36.32153848501352,0.3945599398505237,,1.342642259570879,1.342642259570879,0.0,0.0,-1.342642259570879,1.342642259570879,1.342642259570879,0.0,0.0,0.7399978637695241,0.8215002059936498,37.38000106811523,35.30110076904298,35.46100082397462,35.62090087890626
2011-02-09,37.25,37.79999923706055,37.06000137329102,37.7400016784668,30.04478645324707,1989700,1.342642259570879,0.9722727067533888,1.670664140568097,1.359639689319346,,37.08200073242188,36.74300003051758,,,,37.2173659671428,36.95281363943813,,,,36.87362200234139,36.42660983267672,0.4470121696646672,,0.9273939018417993,0.9273939018417993,0.0,0.0,-0.9273939018417993,0.9273939018417993,0.9273939018417993,0.0,0.0,0.7199974060058594,0.843000030517576,37.79999923706055,35.5727006149292,35.73700065612793,35.90130069732665
2011-02-10,37.52999877929688,38.16999816894531,37.45000076293945,38.09000015258789,30.32342338562012,1630500,0.9273939018417993,0.40605349063379,1.345695801962695,1.359098776958174,,37.38600082397461,36.94500007629394,,,,37.50824402895783,37.15957482364718,,,,37.06075710237931,36.54982393044792,0.5109331719313914,,1.102646803000281,1.102646803000281,0.0,0.0,-1.102646803000281,1.102646803000281,1.102646803000281,0.0,0.0,0.8499984741210938,0.8659997940063452,38.16999816894531,35.94539916992188,36.11399917602539,36.28259918212891
2011-02-11,37.79000091552734,38.59000015258789,37.7400016784668,38.5099983215332,30.65778732299805,2478200,1.102646803000281,0.4262398221794655,1.128120230706077,1.371958161080328,,37.71000061035156,37.24500007629395,,,,37.84216212648296,37.40510636871736,,,,37.28371728994145,36.69502203349128,0.5886952564501726,,-0.3635403680870807,-0.3635403680870807,0.0,0.0,0.3635403680870807,-0.3635403680870807,-0.3635403680870807,0.0,0.0,0.4500007629394602,0.8649999618530252,38.59000015258789,36.26479862213135,36.43799858093262,36.61119853973389
2011-02-14,38.40999984741211,38.4900016784668,38.04000091552734,38.36999893188477,30.54632568359375,1961300,-0.3635403680870807,0.6609444661741051,1.096697877089734,1.376475765322048,,37.99000015258789,37.45900001525879,36.56899998982747,,,38.01810772828357,37.58054138020235,36.56899998982747,,,37.45083754254811,36.81909439633524,0.6317431462128766,,-2.293451336759653,-2.293451336759653,-2.293451336759653,0.0,2.293451336759653,-2.293451336759653,-2.293451336759653,-2.293451336759653,0.0,0.7199974060058594,0.8734998703002912,38.4900016784668,36.68700023651124,36.86000022888184,37.03300022125244
2011-02-15,38.11000061035156,38.18999862670898,37.47000122070312,37.4900016784668,29.84575653076172,1888000,-2.293451336759653,1.513953062023005,1.165272709983118,1.486188349993917,,38.04000015258789,37.48800010681153,36.61066665649414,,,37.84207237834465,37.56407961625042,36.62841945361066,,,37.45686279422792,36.86879123204869,0.5880715621792305,,0.4001005720621109,0.4001005720621109,0.4001005720621109,0.0,-0.4001005720621109,0.4001005720621109,0.4001005720621109,0.4001005720621109,0.0,0.4000015258788991,0.8345001220703103,38.18999862670898,36.56830196380616,36.74300193786621,36.91770191192627
2011-02-16,37.56999969482422,37.86000061035156,37.45999908447266,37.63999938964844,29.96517181396484,2218100,0.4001005720621109,1.380014338610881,1.149119002663418,1.398362231149031,,38.01999969482422,37.55100021362305,36.68199996948242,,,37.77471471544591,37.5778832114137,36.69368267529052,,,37.48503765506184,36.92591776224126,0.5591198928205827,,0.6641870458392031,0.6641870458392031,0.6641870458392031,0.0,-0.6641870458392031,0.6641870458392031,0.6641870458392031,0.6641870458392031,0.0,0.8300018310546733,0.7450000762939425,37.86000061035156,36.3540983581543,36.52099838256836,36.68789840698242
2011-02-17,37.34000015258789,38.04000091552734,37.20999908447266,37.88999938964844,30.1641960144043,1841100,0.6641870458392031,1.338011983951916,1.049888027668724,1.400256931359556,,37.97999954223633,37.68300018310547,36.77199999491373,,,37.81314294018009,37.63463160745638,36.77086439879749,,,37.54733946038286,36.99733121612328,0.5500082442595797,,-0.4486623691837883,-0.4486623691837883,-0.4486623691837883,0.0,0.4486623691837883,-0.4486623691837883,-0.4486623691837883,-0.4486623691837883,0.0,0.5400009155273366,0.7485000610351534,38.04000091552734,36.22100044250489,36.37000045776368,36.51900047302247
2011-02-18,37.70999908447266,38.0,37.45999908447266,37.72000122070312,30.02886772155762,2151800,-0.4486623691837883,1.157709813901812,1.061153723464491,1.390909615915141,,37.82200012207031,37.76600036621094,36.85800005594889,,,37.78209570035443,37.65015335531942,36.83209903246883,,,37.57390280812444,37.05086232757364,0.5230404805507973,0.5325759848799803,-4.294810960114368,-4.294810960114368,-4.294810960114368,0.0,4.294810960114368,-4.294810960114368,-4.294810960114368,-4.294810960114368,4.294810960114368,1.229999542236335,0.7729999542236307,38.0,36.39330078125,36.54300079345703,36.69270080566406
2011-02-22,37.27999877929688,37.27999877929688,36.04999923706055,36.09999847412109,28.73918533325195,2571500,-4.294810960114368,2.084068399582142,1.78117466519938,1.653392267469499,,37.36800003051758,37.67900009155274,36.88700002034505,,,37.22139662494332,37.36830701328336,36.78486673838188,,,37.34714829520085,36.98042796805863,0.366720327142211,0.4994048533324265,2.43766562496896,-2.43766562496896,-2.43766562496896,0.0,2.43766562496896,2.43766562496896,-2.43766562496896,-2.43766562496896,2.43766562496896,1.25,0.8239999771118139,37.27999877929688,36.29940010070801,36.45400009155274,36.60860008239747
