Date_QRVO,Open_QRVO,High_QRVO,Low_QRVO,Close_QRVO,Adj Close_QRVO,Volume_QRVO,Daily Return(%)_QRVO,Vol5_QRVO,Vol10_QRVO,Vol20_QRVO,Vol60_QRVO,SMA5_QRVO,SMA10_QRVO,SMA30_QRVO,SMA60_QRVO,SMA100_QRVO,EMA5_QRVO,EMA10_QRVO,EMA30_QRVO,EMA60_QRVO,EMA100_QRVO,Short12_QRVO,Long26_QRVO,MACD_QRVO,SIGNAL9_QRVO,Ret5/10_QRVO,Ret10/30_QRVO,Ret30/60_QRVO,Ret30/100_QRVO,Emaret5/10_QRVO,Emaret10/30_QRVO,Emaret30/60_QRVO,Emaret30/100_QRVO,RetMACD_QRVO,DayRange_QRVO,average20r_QRVO,PRVHI_QRVO,HitLevel_QRVO,hitlevel_2_QRVO,hitlevel_1.8_QRVO
2015-01-02,69.0,71.9990005493164,68.01000213623047,70.4000015258789,70.4000015258789,4218700,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,4.240005493164062,,,2.2,2.0,1.8
2015-01-05,71.2300033569336,71.30000305175781,67.05999755859375,67.62999725341797,67.62999725341797,4534700,-3.934665074464081,,,,,,,,,,,,,,,,,,,-0.4845485364895354,-0.02048019596112242,-0.1853333039369776,-0.160375299903534,0.08965805707636146,-0.1899234123227302,-0.1076419295961618,-0.08828301656373365,-0.2389262093856205,4.969997406005859,,,,,
2015-01-06,67.93000030517578,67.98999786376953,63.02000045776367,64.66999816894531,64.66999816894531,3749400,-4.376754701587778,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.250003814697266,,,,,
2015-01-07,65.01000213623047,66.76000213623047,63.5099983215332,66.6500015258789,66.6500015258789,2122600,3.061703128181618,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.560005187988281,,,,,
2015-01-08,67.94999694824219,69.69000244140625,67.12999725341797,67.69000244140625,67.69000244140625,2510300,1.560391435435349,,,,,67.40800018310547,,,,,67.40800018310547,,,,,,,,,,,,,,,,,,1.839996337890625,,,,,
2015-01-09,68.44999694824219,68.44999694824219,66.61000061035156,67.11000061035156,67.11000061035156,933900,-0.856850066679711,3.280513242850031,,,,66.75,,,,,67.30866699218751,,,,,,,,,,,,,,,,,,3.189994812011719,,,,,
2015-01-12,67.38999938964844,67.98999786376953,64.80000305175781,65.5199966430664,65.5199966430664,1259200,-2.369250413983608,2.980578047232546,,,,66.32799987792968,,,,,66.71244354248049,,,,,,,,,,,,,,,,,,3.979995727539062,,,,,
2015-01-13,65.73999786376953,67.58999633789062,63.61000061035156,65.0199966430664,65.0199966430664,1228400,-0.7631258022247045,2.159782603394272,,,,66.3979995727539,,,,,66.14829457600914,,,,,,,,,,,,,,,,,,2.339996337890625,,,,,
2015-01-14,64.6500015258789,65.44999694824219,63.11000061035156,64.58999633789062,64.58999633789062,980700,-0.6613354773552355,1.404657971631849,,,,65.98599853515626,,,,,65.62886182996964,,,,,,,,,,,,,,,,,,1.340003967285163,,,,,
2015-01-15,64.2300033569336,64.94000244140625,63.59999847412109,64.38999938964844,64.38999938964844,1246800,-0.3096407486941793,0.7972485139337576,,,,65.32599792480468,66.36699905395508,,,,65.21590768319591,66.36699905395508,,,,,,,,-2.205308560965131,2.205308560965131,0.0,0.0,-2.205308560965131,-2.205308560965131,2.205308560965131,0.0,0.0,2.60999679565429,,,,,
2015-01-16,64.0199966430664,66.41999816894531,63.81000137329102,65.80999755859375,65.80999755859375,1392900,2.205308560965131,1.648622322959902,2.463514896130631,,,65.06599731445313,65.90799865722656,,,,65.41393764166186,66.26572605479848,,,,,,,,-3.266983141831389,3.266983141831389,0.0,0.0,-3.266983141831389,-3.266983141831389,3.266983141831389,0.0,0.0,2.969993591308594,,,,,
2015-01-20,65.75,68.19999694824219,65.2300033569336,67.95999908447266,67.95999908447266,1096200,3.266983141831389,1.861273440847494,2.447383332213911,,,65.55399780273437,65.94099884033203,,,,66.26262478926546,66.57377569655742,,,,66.4533322652181,,,,-1.294875316764135,1.294875316764135,0.0,0.0,-1.294875316764135,-1.294875316764135,1.294875316764135,0.0,0.0,3.230003356933594,,,,,
2015-01-21,67.61000061035156,70.80000305175781,67.56999969482422,68.83999633789062,68.83999633789062,1451600,1.294875316764135,1.660372190801304,1.895959937479455,,,66.31799774169922,66.35799865722656,,,,67.12174863880719,66.98581581316346,,,,66.82051135332156,,,,-2.57118588991949,2.57118588991949,0.0,0.0,-2.57118588991949,2.57118588991949,2.57118588991949,0.0,0.0,3.650001525878906,,,,,
2015-01-22,69.54000091552734,70.68000030517578,67.02999877929688,70.61000061035156,70.61000061035156,1332400,2.57118588991949,1.379910540700891,1.831684098806605,,,67.52199859619141,66.75399856567383,,,,68.28449929598865,67.64475850356129,,,,67.40350970055695,,,,3.908797779879706,3.908797779879706,0.0,0.0,-3.908797779879706,3.908797779879706,3.908797779879706,0.0,0.0,3.769996643066406,,,,,
2015-01-23,70.72000122070312,74.33999633789062,70.56999969482422,73.37000274658203,73.37000274658203,1677100,3.908797779879706,1.000695192258084,2.100231608705911,,,69.31799926757813,67.3219985961914,,,,69.97966711285312,68.68571200229233,,,,68.32143170763773,,,,-0.2998517275009559,-0.2998517275009559,0.0,0.0,0.2998517275009559,-0.2998517275009559,-0.2998517275009559,0.0,0.0,1.699996948242188,,,,,
2015-01-26,72.4000015258789,74.0,72.30000305175781,73.1500015258789,73.1500015258789,1571800,-0.2998517275009559,1.677156626808872,2.057514312733453,,,70.78600006103515,67.92599868774414,,,,71.03644525052839,69.4974010065808,,,,69.06428860275176,,,,0.8202302961112409,0.8202302961112409,0.0,0.0,-0.8202302961112409,0.8202302961112409,0.8202302961112409,0.0,0.0,2.379997253417969,,,,,
2015-01-27,73.0,73.87999725341797,71.5,73.75,73.75,1246700,0.8202302961112409,1.625338013173729,1.715968092598395,,,71.94400024414062,68.7489990234375,,,,71.94096350035227,70.27060082356611,,,,69.78516727925148,,,,2.372881355932203,2.372881355932203,0.0,0.0,-2.372881355932203,2.372881355932203,2.372881355932203,0.0,0.0,3.830001831054688,,,,,
2015-01-28,75.0,78.05000305175781,74.22000122070312,75.5,75.5,3063000,2.372881355932203,1.636414723963245,1.599245881906461,,,73.2760009765625,69.79699935913087,,,,73.12730900023485,71.22140067382682,,,,70.6643723132128,,,,0.3443736903714818,0.3443736903714818,0.0,0.0,-0.3443736903714818,0.3443736903714818,0.3443736903714818,0.0,0.0,3.680000305175781,,,,,
2015-01-29,72.69999694824219,75.87999725341797,72.19999694824219,75.76000213623047,75.76000213623047,2636700,0.3443736903714818,1.701194559198679,1.473739092035436,,,74.30600128173828,70.91399993896485,,,,74.00487337890006,72.04660093971839,,,,71.44831536290782,,,,-2.494719292971864,-2.494719292971864,0.0,0.0,2.494719292971864,-2.494719292971864,-2.494719292971864,0.0,0.0,1.950004577636719,,,,,
2015-01-30,74.63999938964844,75.26000213623047,73.30999755859375,73.87000274658203,73.87000274658203,1623400,-2.494719292971864,1.776589990534638,1.89344612816392,,,74.40600128173828,71.8620002746582,,,,73.95991650146073,72.37812854096632,,,,71.82088265270386,,,,-6.971708859341009,-6.971708859341009,0.0,0.0,6.971708859341009,-6.971708859341009,-6.971708859341009,0.0,0.0,7.120002746582031,3.229999732971192,75.26000213623047,,,
2015-02-02,73.08000183105469,74.0,66.87999725341797,68.72000122070312,68.72000122070312,3348300,-6.971708859341009,3.681705213217827,3.219096352211712,2.849004308527294,,73.52000122070312,72.15300064086914,,,,72.21327807454153,71.71301448273664,,,,71.34382397085758,,,,-0.291042744592478,-0.291042744592478,0.0,0.0,0.291042744592478,-0.291042744592478,-0.291042744592478,0.0,0.0,2.949996948242188,3.165499305725098,74.0,68.15400272369385,68.80000267028808,69.44600261688232
2015-02-03,68.73999786376953,70.0,67.05000305175781,68.5199966430664,68.5199966430664,2551800,-0.291042744592478,3.561926654658192,3.070175415129648,2.702370696184975,,72.4740005493164,72.20900039672851,,,,70.98218426404983,71.13246578461477,,,,70.90938899735124,,,,-0.2772837438995183,-0.2772837438995183,0.0,0.0,0.2772837438995183,0.2772837438995183,-0.2772837438995183,0.0,0.0,2.639999389648438,3.048999404907227,70.0,67.03590152740479,67.6690013885498,68.30210124969483
2015-02-04,67.52999877929688,69.4000015258789,66.76000213623047,68.33000183105469,68.33000183105469,1499600,-0.2772837438995183,3.013628940731856,3.04378105949558,2.492187406549044,,71.04000091552734,72.15800094604492,,,,70.09812345305146,70.62292688396747,,,,70.51256020253639,,,,1.375680398385467,-1.375680398385467,0.0,0.0,1.375680398385467,1.375680398385467,-1.375680398385467,0.0,0.0,2.230003356933594,2.997999382019043,69.4000015258789,63.2922013092041,63.90200119018554,64.51180107116699
2015-02-05,67.66000366210938,68.7300033569336,66.5,67.38999938964844,67.38999938964844,1322900,-1.375680398385467,2.776816159099135,2.922229225619777,2.430670356722517,,69.36600036621094,71.83600082397462,,,,69.19541543191713,70.03512188500036,,,,70.03216623132286,,,,2.225849552731129,-2.225849552731129,0.0,0.0,2.225849552731129,2.225849552731129,-2.225849552731129,0.0,0.0,2.970001220703125,3.018499183654785,68.7300033569336,62.80440288543701,63.40400276184082,64.00360263824463
2015-02-06,67.5,68.5,65.52999877929688,65.88999938964844,65.88999938964844,1302200,-2.225849552731129,2.77427125120132,2.528405238810052,2.456911128249978,,67.76999969482422,71.08800048828125,,,,68.09361008449423,69.28146324948183,,,,69.39490979414218,,,,3.263010670962934,-3.263010670962934,0.0,0.0,3.263010670962934,3.263010670962934,-3.263010670962934,0.0,0.0,2.473999023437507,3.050199317932129,68.5,62.08930515289307,62.69300498962402,63.29670482635498
2015-02-09,65.19999694824219,65.8239974975586,63.34999847412109,63.7400016784668,63.7400016784668,1562800,-3.263010670962934,1.285129457082147,2.604530728135066,2.552679604505534,,66.77399978637695,70.14700050354004,,,,66.6424072824851,68.27392478202455,,,,68.52492393019212,68.64923051687387,-0.1243065866817545,,-2.008150189666575,2.008150189666575,0.0,0.0,-2.008150189666575,-2.008150189666575,2.008150189666575,0.0,0.0,1.450004577636719,2.963199806213379,65.8239974975586,61.78956150054931,62.39960136413574,63.00964122772217
2015-02-10,63.86999893188477,65.12000274658203,63.66999816894531,65.0199966430664,65.0199966430664,1306600,2.008150189666575,2.020691266491164,2.737507967844981,2.546888480991985,,66.07399978637696,69.27400016784668,,,,66.10160373601221,67.68230148403215,,,,67.98570434755739,68.38039837807332,-0.3946940305159359,,0.4152517025624887,-0.4152517025624887,0.0,0.0,0.4152517025624887,0.4152517025624887,-0.4152517025624887,0.0,0.0,2.480003356933594,2.888200187683106,65.12000274658203,59.30495792388916,59.89759788513184,60.49023784637451
2015-02-11,64.93000030517578,65.6500015258789,63.16999816894531,64.75,64.75,1096600,-0.4152517025624887,2.008805642017328,2.459032403907243,2.542637319807656,,65.35799942016601,68.19900016784668,,,,65.65106915734148,67.14915575966268,,,,67.48790367870241,68.11147997969752,-0.6235763009951114,,-2.239377526242761,2.239377526242761,0.0,0.0,-2.239377526242761,-2.239377526242761,2.239377526242761,0.0,0.0,1.330001831054688,2.837700462341309,65.6500015258789,58.7659623336792,59.34360237121582,59.92124240875244
2015-02-12,65.62999725341797,66.33000183105469,65.0,66.19999694824219,66.19999694824219,1159000,2.239377526242761,2.46336677571556,2.679744930060524,2.584688340066672,,65.11999893188477,67.24299964904785,,,,65.83404508764173,66.9765814303135,,,,67.28976418170853,67.96988864403417,-0.6801244623256366,,-5.785501522075804,5.785501522075804,0.0,0.0,-5.785501522075804,-5.785501522075804,5.785501522075804,0.0,0.0,4.639999389648438,3.002700233459473,66.33000183105469,59.40706050872802,59.97460060119629,60.54214069366455
