Date_AVGO,Open_AVGO,High_AVGO,Low_AVGO,Close_AVGO,Adj Close_AVGO,Volume_AVGO,Daily Return(%)_AVGO,Vol5_AVGO,Vol10_AVGO,Vol20_AVGO,Vol60_AVGO,SMA5_AVGO,SMA10_AVGO,SMA30_AVGO,SMA60_AVGO,SMA100_AVGO,EMA5_AVGO,EMA10_AVGO,EMA30_AVGO,EMA60_AVGO,EMA100_AVGO,Short12_AVGO,Long26_AVGO,MACD_AVGO,SIGNAL9_AVGO,Ret5/10_AVGO,Ret10/30_AVGO,Ret30/60_AVGO,Ret30/100_AVGO,Emaret5/10_AVGO,Emaret10/30_AVGO,Emaret30/60_AVGO,Emaret30/100_AVGO,RetMACD_AVGO,DayRange_AVGO,average20r_AVGO,PRVHI_AVGO,HitLevel_AVGO,hitlevel_2_AVGO,hitlevel_1.8_AVGO
2011-01-03,28.70000076293945,28.70000076293945,27.68000030517578,27.79999923706055,21.48905372619629,1443600,,,,,,,,,,,0.3333333333333333,0.1818181818181818,0.06451612903225806,0.03278688524590164,0.0198019801980198,0.1538461538461539,0.07407407407407407,,0.2,,,,,,,,,,1.329999923706062,,,2.2,2.0,1.8
2011-01-04,27.79999923706055,28.29999923706055,26.96999931335449,28.0,21.64365577697754,1626200,0.7194272245620277,,,,,,,,,,,,,,,,,,,-0.1495948291805769,0.3399755843898568,0.01186601261143983,0.3164167980954546,0.04564321051336125,-0.06173356217198198,-0.1816365911628587,0.1290238502229247,-0.1000952902379704,0.4200000762939489,,,,,
2011-01-05,27.85000038146973,28.17000007629395,27.75,27.98999977111816,21.63592529296875,953700,-0.03571510314942675,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.760000228881843,,,,,
2011-01-06,28.04000091552734,28.53000068664551,27.77000045776367,28.52000045776367,22.04560470581055,959800,1.893535873452903,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7299995422363281,,,,,
2011-01-07,28.46999931335449,28.51000022888184,27.78000068664551,28.28000068664551,21.86009407043457,877400,-0.8415139104698879,,,,,28.11800003051758,,,,,28.11800003051758,,,,,,,,,,,,,,,,,,1.170000076293949,,,,,
2011-01-10,28.26000022888184,29.10000038146973,27.93000030517578,28.89999961853027,22.33934211730957,1538500,2.192358263193172,1.277979628315298,,,,28.33800010681152,,,,,28.37866655985514,,,,,,,,,,,,,,,,,,0.4200000762939489,,,,,
2011-01-11,29.13999938964844,29.26000022888184,28.84000015258789,29.23999977111816,22.60215759277344,1354900,1.176471131750076,1.288364701627744,,,,28.58600006103516,,,,,28.66577763027615,,,,,,,,,,,,,,,,,,1.309999465942383,,,,,
2011-01-12,29.28000068664551,29.32999992370605,28.02000045776367,28.17000007629395,21.77506256103516,1559900,-3.659369709985788,2.437168370154773,,,,28.62200012207031,,,,,28.50051844561542,,,,,,,,,,,,,,,,,,0.639999389648441,,,,,
2011-01-13,28.39999961853027,28.65999984741211,28.02000045776367,28.35000038146973,21.91419982910156,964500,0.6389787173882824,2.272076171909806,,,,28.58800010681152,,,,,28.45034575756686,,,,,,,,,,,,,,,,,,1.059999465942379,,,,,
2011-01-14,28.34000015258789,29.05999946594238,28.0,29.01000022888184,22.42437553405762,977600,2.328041758487953,2.448309047723844,,,,28.73400001525879,28.42600002288818,,,,28.63689724800519,28.42600002288818,,,,,,,,-4.343330640953962,-4.343330640953962,0.0,0.0,4.343330640953962,-4.343330640953962,-4.343330640953962,0.0,0.0,0.6599998474121094,,,,,
2011-01-18,27.64999961853027,27.88999938964844,27.22999954223633,27.75,21.45041084289551,10018200,-4.343330640953962,3.020304862944211,2.335382419554787,,,28.50400009155273,28.42100009918213,,,,28.34126483200346,28.3030909278176,,,,,,,,0.03603686083545762,0.03603686083545762,0.0,0.0,-0.03603686083545762,0.03603686083545762,0.03603686083545762,0.0,0.0,0.9899997711181605,,,,,
2011-01-19,28.0,28.5,27.51000022888184,27.76000022888184,21.4581356048584,2979500,0.03603686083545762,2.876003849221384,2.322176545430808,,,28.20800018310548,28.39700012207031,,,,28.14750996429625,28.20434716437474,,,,28.31416670481364,,,,0.2161364029095567,-0.2161364029095567,0.0,0.0,0.2161364029095567,0.2161364029095567,-0.2161364029095567,0.0,0.0,0.5399990081787074,,,,,
2011-01-20,27.69000053405762,27.81999969482422,27.28000068664551,27.70000076293945,21.41175842285156,2096300,-0.2161364029095567,2.462525362909318,2.322655217710477,,,28.11400032043457,28.36800022125244,,,,27.99834023051066,28.11264781865923,,,,28.219679636833,,,,-0.2527064725495357,0.2527064725495357,0.0,0.0,-0.2527064725495357,-0.2527064725495357,0.2527064725495357,0.0,0.0,0.5100002288818395,,,,,
2011-01-21,27.98999977111816,28.17000007629395,27.65999984741211,27.77000045776367,21.46586608886719,1249000,0.2527064725495357,2.431119650174856,2.223631349889845,,,27.99800033569336,28.29300022125244,,,,27.92222697292833,28.0503482984964,,,,28.15049822466849,,,,-1.152321532406601,1.152321532406601,0.0,0.0,-1.152321532406601,-1.152321532406601,1.152321532406601,0.0,0.0,0.6399993896484375,,,,,
2011-01-24,28.21999931335449,28.21999931335449,27.57999992370605,28.09000015258789,21.71322250366211,2149500,1.152321532406601,2.142390820037668,2.2532516900389,,,27.81400032043457,28.27400016784668,,,,27.97815136614818,28.05755772651303,,,,28.14119082896378,,,,0.2491979154288945,-0.2491979154288945,0.0,0.0,0.2491979154288945,0.2491979154288945,-0.2491979154288945,0.0,0.0,0.75,,,,,
2011-01-25,28.14999961853027,28.14999961853027,27.39999961853027,28.02000045776367,21.65911483764648,1454800,-0.2491979154288945,0.5725837615854441,2.111819602753433,,,27.8680004119873,28.18600025177002,,,,27.99210106335335,28.05072913219497,,,,28.12254615647145,,,,-0.8208406084183497,0.8208406084183497,0.0,0.0,-0.8208406084183497,-0.8208406084183497,0.8208406084183497,0.0,0.0,0.5799999237060511,,,,,
2011-01-26,28.1299991607666,28.3799991607666,27.79999923706055,28.25,21.8369026184082,1520900,0.8208406084183497,0.6233785215786063,2.087262838500751,,,27.96600036621094,28.0870002746582,,,,28.0780673755689,28.08696019906861,,,,28.14215444009123,,,,-3.43362588798049,3.43362588798049,0.0,0.0,-3.43362588798049,-3.43362588798049,3.43362588798049,0.0,0.0,1.020000457763672,,,,,
2011-01-27,28.42000007629395,29.44000053405762,28.42000007629395,29.21999931335449,22.58670043945312,3730200,3.43362588798049,1.419780730418624,2.032314870594613,,,28.27000007629395,28.19200019836426,,,,28.45871135483076,28.29296731075695,,,,28.30797672828558,,,,-4.004107131375633,-4.004107131375633,0.0,0.0,4.004107131375633,-4.004107131375633,-4.004107131375633,0.0,0.0,1.489999771118161,,,,,
2011-01-28,29.29999923706055,29.36000061035156,27.8700008392334,28.04999923706055,21.68229675292969,1372200,-4.004107131375633,2.721225821193478,2.454480588262879,,,28.32599983215332,28.16200008392334,,,,28.32247398224069,28.24879129735761,,,,28.26828788348173,,,,2.352940696483502,2.352940696483502,0.0,0.0,-2.352940696483502,2.352940696483502,2.352940696483502,0.0,0.0,0.929998397827152,,,,,
2011-01-31,28.04000091552734,28.8799991607666,27.95000076293945,28.70999908447266,22.19247817993164,1310400,2.352940696483502,2.87169419080272,2.457204693749718,,,28.44999961853027,28.13199996948242,,,,28.45164901631802,28.33264725865125,,,,28.33624345286495,,,,1.253920661203572,1.253920661203572,0.0,0.0,-1.253920661203572,1.253920661203572,1.253920661203572,0.0,0.0,0.7399997711181605,0.8344997406005866,28.8799991607666,,,
