Date_MPWR,Open_MPWR,High_MPWR,Low_MPWR,Close_MPWR,Adj Close_MPWR,Volume_MPWR,Daily Return(%)_MPWR,Vol5_MPWR,Vol10_MPWR,Vol20_MPWR,Vol60_MPWR,SMA5_MPWR,SMA10_MPWR,SMA30_MPWR,SMA60_MPWR,SMA100_MPWR,EMA5_MPWR,EMA10_MPWR,EMA30_MPWR,EMA60_MPWR,EMA100_MPWR,Short12_MPWR,Long26_MPWR,MACD_MPWR,SIGNAL9_MPWR,Ret5/10_MPWR,Ret10/30_MPWR,Ret30/60_MPWR,Ret30/100_MPWR,Emaret5/10_MPWR,Emaret10/30_MPWR,Emaret30/60_MPWR,Emaret30/100_MPWR,RetMACD_MPWR,DayRange_MPWR,average20r_MPWR,PRVHI_MPWR,HitLevel_MPWR,hitlevel_2_MPWR,hitlevel_1.8_MPWR,Hit?_MPWR,Hit?_MPWR.1,Hit?_MPWR.2,HitAt_2.2_MPWR,HitAt_2.0_MPWR,HitAt_1.8_MPWR,ExitPr_2.2_MPWR,ExitPr_2.0_MPWR,ExitPr_1.8_MPWR,ret_2.2_MPWR,Ret2.0_MPWR,Ret_1.8_MPWR
2011-01-03,16.60000038146973,17.1200008392334,16.59000015258789,16.88999938964844,14.94301891326904,419300,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,1.2800006866455096,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,16.60000038146973,16.60000038146973,15.31999969482422,15.77000045776367,13.95212364196777,1229700,-6.631136603659068,,,,,,,,,,,,,,,,,,,0.03421762373761217,-0.07987047802918487,-0.14271733729252511,-0.31337474874389,0.13817592849687693,0.0504983704026941,-0.0590054946709944,-0.12708721848241453,-0.11894613059366747,0.6999998092651403,,,,,,209.0,287.0,390.0,,,,,,,0.7709729515277749,0.7904089489246185,0.7708057404246178
2011-01-05,16.47999954223633,16.5,15.80000019073486,15.86999988555908,14.04060077667236,1178600,0.6341117621602845,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44000053405762074,,,,,,,,,,,,,,,,,
2011-01-06,15.94999980926514,16.34000015258789,15.89999961853027,16.11000061035156,14.25293731689453,496900,1.512291912559291,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2700004577636719,,,,,,,,,,,,,,,,,
2011-01-07,16.20999908447266,16.28000068664551,16.01000022888184,16.05999946594238,14.20869541168213,219200,-0.3103733241142847,,,,,16.13999996185303,,,,,16.13999996185303,,,,,,,,,,,,,,,,,,0.31999969482421164,,,,,,,,,,,,,,,,,
2011-01-10,16.01000022888184,16.07999992370605,15.76000022888184,15.97000026702881,14.12907314300537,340000,-0.560393536154379,3.2146226111836604,,,,15.956000137329099,,,,,16.083333396911623,,,,,,,,,,,,,,,,,,0.2800006866455078,,,,,,,,,,,,,,,,,
2011-01-11,16.07999992370605,16.1200008392334,15.84000015258789,15.96000003814697,14.12022495269775,441700,-0.06261883979104037,0.8380238166536211,,,,15.99400005340576,,,,,16.042222277323404,,,,,,,,,,,,,,,,,,0.189999580383299,,,,,,,,,,,,,,,,,
2011-01-12,16.01000022888184,16.06999969482422,15.88000011444092,16.03000068664551,14.18215274810791,508400,0.4386005534538074,0.8195466590304932,,,,16.026000213623043,,,,,16.038148413764105,,,,,,,,,,,,,,,,,,0.13000011444091975,,,,,,,,,,,,,,,,,
2011-01-13,15.96000003814697,16.01000022888184,15.88000011444092,15.92000007629395,14.08483791351318,430400,-0.6862171281327611,0.44682344181659706,,,,15.988000106811523,,,,,15.998765634607388,,,,,,,,,,,,,,,,,,0.2600002288818395,,,,,,,,,,,,,,,,,
2011-01-14,15.9399995803833,16.10000038146973,15.84000015258789,15.97999954223633,14.13792037963867,530400,0.37688106567111684,0.5182924777033185,,,,15.972000122070316,16.05600004196167,,,,15.992510270483702,16.05600004196167,,,,,,,,0.8135116676505673,-0.8135116676505673,0.0,0.0,0.8135116676505673,0.8135116676505673,-0.8135116676505673,0.0,0.0,0.20999908447264914,,,,,,,,,,,,,,,,,
