Date_TEL,Open_TEL,High_TEL,Low_TEL,Close_TEL,Adj Close_TEL,Volume_TEL,Daily Return(%)_TEL,Vol5_TEL,Vol10_TEL,Vol20_TEL,Vol60_TEL,SMA5_TEL,SMA10_TEL,SMA30_TEL,SMA60_TEL,SMA100_TEL,EMA5_TEL,EMA10_TEL,EMA30_TEL,EMA60_TEL,EMA100_TEL,Short12_TEL,Long26_TEL,MACD_TEL,SIGNAL9_TEL,Ret5/10_TEL,Ret10/30_TEL,Ret30/60_TEL,Ret30/100_TEL,Emaret5/10_TEL,Emaret10/30_TEL,Emaret30/60_TEL,Emaret30/100_TEL,RetMACD_TEL,DayRange_TEL,average20r_TEL,PRVHI_TEL,HitLevel_TEL,hitlevel_2_TEL,hitlevel_1.8_TEL,Hit?_TEL,Hit?_TEL.1,Hit?_TEL.2,HitAt_2.2_TEL,HitAt_2.0_TEL,HitAt_1.8_TEL,ExitPr_2.2_TEL,ExitPr_2.0_TEL,ExitPr_1.8_TEL,ret_2.2_TEL,Ret2.0_TEL,Ret_1.8_TEL
2011-01-03,35.52999877929688,36.43000030517578,35.36000061035156,36.2400016784668,28.85062789916992,2593100,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,0.9599990844726491,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,36.25,36.27000045776367,35.31000137329102,35.5,28.26152229309082,2265000,-2.0419471418139956,,,,,,,,,,,,,,,,,,,-0.3609705067108708,-0.004815403261757233,0.22980027117159527,-0.07776542494416833,0.007673719132294442,-0.21402865404198065,-0.03861366722832609,-0.01162433482691204,-0.048729410560618115,0.470001220703125,,,,,,236.0,327.0,452.0,,,,,,,0.5167496227263707,0.5070435655107064,0.3977610726193702
2011-01-05,35.36999893188477,35.61000061035156,35.13999938964844,35.18999862670898,28.01471710205078,2432400,-0.8732433050451344,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839996337890625,,,,,,,,,,,,,,,,,
2011-01-06,35.36000061035156,35.41999816894531,34.58000183105469,35.13999938964844,27.97492599487305,2293300,-0.1420836573224265,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9399986267089915,,,,,,,,,,,,,,,,,
2011-01-07,35.27999877929688,35.90999984741211,34.97000122070312,35.22999954223633,28.04656982421875,1711700,0.25611882228547483,,,,,35.45999984741211,,,,,35.45999984741211,,,,,,,,,,,,,,,,,,0.9700012207031179,,,,,,,,,,,,,,,,,
2011-01-10,35.18000030517578,36.0,35.02999877929688,35.86999893188477,28.55608367919922,2353800,1.816631842078698,1.425147412157755,,,,35.385999298095705,,,,,35.596666208903,,,,,,,,,,,,,,,,,,0.29999923706053977,,,,,,,,,,,,,,,,,
2011-01-11,35.86000061035156,36.09999847412109,35.79999923706055,35.86000061035156,28.54812240600586,1426300,-0.02787377148295018,0.992128024944356,,,,35.45799942016602,,,,,35.68444434271919,,,,,,,,,,,,,,,,,,0.29000091552733664,,,,,,,,,,,,,,,,,
2011-01-12,36.22000122070312,36.25,35.95999908447266,36.20000076293945,28.81879615783691,2190600,0.9481320323506747,0.8154925180108071,,,,35.65999984741211,,,,,35.856296482792615,,,,,,,,,,,,,,,,,,0.39000320434571023,,,,,,,,,,,,,,,,,
2011-01-13,36.18000030517578,36.4900016784668,36.09999847412109,36.33000183105469,28.92228507995605,2068500,0.3591189651253428,0.7326482019256868,,,,35.89800033569336,,,,,36.01419826554664,,,,,,,,,,,,,,,,,,0.4699974060058594,,,,,,,,,,,,,,,,,
2011-01-14,36.41999816894531,36.84999847412109,36.38000106811523,36.58000183105469,29.12131309509277,1667000,0.6881364916043065,0.6961374301076085,,,,36.16800079345703,35.81400032043457,,,,36.20279945404933,35.81400032043457,,,,,,,,0.5467384861430123,0.5467384861430123,0.0,0.0,-0.5467384861430123,0.5467384861430123,0.5467384861430123,0.0,0.0,0.5499992370605398,,,,,,,,,,,,,,,,,
2011-01-18,36.70000076293945,36.93999862670898,36.38999938964844,36.77999877929688,29.28053283691406,1445800,0.5467384861430123,0.36635355311623535,1.048023716304945,,,36.35000076293945,35.86800003051758,,,,36.39519922913185,35.98963640386408,,,,,,,,-2.0391517805654957,-2.0391517805654957,0.0,0.0,2.0391517805654957,-2.0391517805654957,-2.0391517805654957,0.0,0.0,1.1799964904785156,,,,,,,,,,,,,,,,,
2011-01-19,36.7599983215332,36.7599983215332,35.58000183105469,36.02999877929688,28.6834545135498,2664000,-2.0391517805654957,1.2153105530351744,1.047373393746567,,,36.38400039672852,35.920999908447264,,,,36.27346574585353,35.99697501757913,,,,35.912500063578285,,,,-0.027749991318221593,-0.027749991318221593,0.0,0.0,0.027749991318221593,-0.027749991318221593,-0.027749991318221593,0.0,0.0,2.6200027465820312,,,,,,,,,,,,,,,,,
2011-01-20,35.72999954223633,36.65000152587891,34.02999877929688,36.02000045776367,28.67550086975098,5117000,-0.027749991318221593,1.1197770891648187,0.9877303810598985,,,36.34800033569336,36.00400009155273,,,,36.188977316490245,36.00116146124905,,,,35.92903858576065,,,,1.1937820647170478,1.1937820647170478,0.0,0.0,-1.1937820647170478,1.1937820647170478,1.1937820647170478,0.0,0.0,0.4700012207031179,,,,,,,,,,,,,,,,,
