Date_AKAM,Open_AKAM,High_AKAM,Low_AKAM,Close_AKAM,Adj Close_AKAM,Volume_AKAM,Daily Return(%)_AKAM,Vol5_AKAM,Vol10_AKAM,Vol20_AKAM,Vol60_AKAM,SMA5_AKAM,SMA10_AKAM,SMA30_AKAM,SMA60_AKAM,SMA100_AKAM,EMA5_AKAM,EMA10_AKAM,EMA30_AKAM,EMA60_AKAM,EMA100_AKAM,Short12_AKAM,Long26_AKAM,MACD_AKAM,SIGNAL9_AKAM,Ret5/10_AKAM,Ret10/30_AKAM,Ret30/60_AKAM,Ret30/100_AKAM,Emaret5/10_AKAM,Emaret10/30_AKAM,Emaret30/60_AKAM,Emaret30/100_AKAM,RetMACD_AKAM,DayRange_AKAM,average20r_AKAM,PRVHI_AKAM,HitLevel_AKAM,hitlevel_2_AKAM,hitlevel_1.8_AKAM,Hit?_AKAM,Hit?_AKAM.1,Hit?_AKAM.2,HitAt_2.2_AKAM,HitAt_2.0_AKAM,HitAt_1.8_AKAM,ExitPr_2.2_AKAM,ExitPr_2.0_AKAM,ExitPr_1.8_AKAM,ret_2.2_AKAM,Ret2.0_AKAM,Ret_1.8_AKAM
2011-01-03,47.61000061035156,49.15000152587891,47.58000183105469,48.2599983215332,48.2599983215332,3595600,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,1.9300003051757812,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,48.45000076293945,48.72999954223633,46.79999923706055,47.13999938964844,47.13999938964844,4083800,-2.3207604037255667,,,,,,,,,,,,,,,,,,,-0.7237522249133629,-0.2557010669090406,-0.05733141341391141,-0.1612111350979858,0.1757766085584874,-0.27585013069189446,-0.10294802432040778,-0.40048183184195024,-0.3585701549208631,2.6500015258789134,,,,,,212.0,294.0,400.0,,,,,,,-0.061210584268438596,-0.007521035742848448,-0.04650422125799633
2011-01-05,47.06999969482422,49.34000015258789,46.68999862670898,48.84999847412109,48.84999847412109,6109200,3.627490680129604,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0300025939941406,,,,,,,,,,,,,,,,,
2011-01-06,48.95999908447266,49.33000183105469,48.29999923706055,48.45000076293945,48.45000076293945,2396600,-0.8188285029190685,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1099967956542898,,,,,,,,,,,,,,,,,
2011-01-07,48.56000137329102,48.91999816894531,47.81000137329102,48.68999862670898,48.68999862670898,2754100,0.4953516202069994,,,,,48.27799911499024,,,,,48.27799911499024,,,,,,,,,,,,,,,,,,1.7099990844726491,,,,,,,,,,,,,,,,,
2011-01-10,48.40999984741211,49.09999847412109,47.38999938964844,48.79000091552734,48.79000091552734,3174300,0.20538568831156828,2.192035671372158,,,,48.38399963378906,,,,,48.44866638183594,,,,,,,,,,,,,,,,,,1.2599983215332031,,,,,,,,,,,,,,,,,
2011-01-11,49.45999908447266,49.59000015258789,48.33000183105469,48.75,48.75,2938600,-0.08198588804413492,1.7156641681972582,,,,48.705999755859374,,,,,48.54911092122396,,,,,,,,,,,,,,,,,,0.9099998474121094,,,,,,,,,,,,,,,,,
2011-01-12,49.29000091552734,49.40999984741211,48.5,49.2599983215332,49.2599983215332,3466300,1.046150403145032,0.6921020453726998,,,,48.7879997253418,,,,,48.78607338799371,,,,,,,,,,,,,,,,,,1.8800010681152344,,,,,,,,,,,,,,,,,
2011-01-13,49.25,51.08000183105469,49.20000076293945,50.38000106811523,50.38000106811523,5018500,2.2736556734563127,0.9294853347860754,,,,49.17399978637695,,,,,49.31738261470089,,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,
2011-01-14,50.34000015258789,52.04999923706055,50.29999923706055,51.75,51.75,5311800,2.719330890907474,1.2361466706713038,,,,49.78600006103515,49.031999588012695,,,,50.12825507646726,49.031999588012695,,,,,,,,0.9468631467957428,0.9468631467957428,0.0,0.0,-0.9468631467957428,0.9468631467957428,0.9468631467957428,0.0,0.0,1.4099998474120952,,,,,,,,,,,,,,,,,
2011-01-18,51.56000137329102,52.72000122070312,51.31000137329102,52.2400016784668,52.2400016784668,4114000,0.9468631467957428,1.1212593699721396,1.7485080351619198,,,50.476000213623045,49.429999923706056,,,,50.83217061046711,49.615272695367985,,,,,,,,-1.3974030120188516,-1.3974030120188516,0.0,0.0,1.3974030120188516,-1.3974030120188516,-1.3974030120188516,0.0,0.0,1.5400009155273366,,,,,,,,,,,,,,,,,
2011-01-19,51.97000122070312,52.63000106811523,51.09000015258789,51.5099983215332,51.5099983215332,3022900,-1.3974030120188516,1.6016790224720645,1.5812297721256239,,,51.02799987792969,49.866999816894534,,,,51.058113180822474,49.95976826376166,,,,49.50583299001058,,,,-2.271400130207745,-2.271400130207745,0.0,0.0,2.271400130207745,-2.271400130207745,-2.271400130207745,0.0,0.0,1.55999755859375,,,,,,,,,,,,,,,,,
2011-01-20,49.90999984741211,50.43999862670898,48.88000106811523,50.34000015258789,50.34000015258789,5464600,-2.271400130207745,2.2102762078696387,1.5513563778890216,,,51.24400024414062,50.015999984741214,,,,50.818742171410946,50.02890133445733,,,,49.63416639963786,,,,-2.800953204485884,-2.800953204485884,0.0,0.0,2.800953204485884,-2.800953204485884,-2.800953204485884,0.0,0.0,2.290000915527351,,,,,,,,,,,,,,,,,
2011-01-21,50.65999984741211,51.08000183105469,48.79000091552734,48.93000030517578,48.93000030517578,3797000,-2.800953204485884,2.327909500610524,1.8159185147657342,,,50.954000091552736,50.06399993896484,,,,50.18916154933256,49.82910114731523,,,,49.525833154336,,,,1.0218679682842968,1.0218679682842968,0.0,0.0,-1.0218679682842968,1.0218679682842968,1.0218679682842968,0.0,0.0,1.8400001525879048,,,,,,,,,,,,,,,,,
2011-01-24,48.83000183105469,49.56000137329102,47.72000122070312,49.43000030517578,49.43000030517578,3827200,1.0218679682842968,1.7920833490266226,1.8357451026340537,,,50.49000015258789,50.138000106811525,,,,49.9361078012803,49.75653735783533,,,,49.51108963908058,,,,-3.2571325114537384,-3.2571325114537384,0.0,0.0,3.2571325114537384,-3.2571325114537384,-3.2571325114537384,0.0,0.0,1.8100013732910227,,,,,,,,,,,,,,,,,
2011-01-25,49.06000137329102,49.06000137329102,47.25,47.81999969482422,47.81999969482422,3775400,-3.2571325114537384,1.6922604103938277,2.1304164749603647,,,49.60599975585937,50.04099998474121,,,,49.23073843246161,49.40443960092422,,,,49.25092195534883,,,,-0.418236646206211,0.418236646206211,0.0,0.0,-0.418236646206211,-0.418236646206211,0.418236646206211,0.0,0.0,0.80999755859375,,,,,,,,,,,,,,,,,
2011-01-26,47.86999893188477,48.36999893188477,47.56000137329102,48.02000045776367,48.02000045776367,2702700,0.418236646206211,1.9583111913208902,2.138832183499337,,,48.90800018310547,49.96800003051758,,,,48.827159107562295,49.15272339307685,,,,49.0615494172588,,,,0.062471426511669106,-0.062471426511669106,0.0,0.0,0.062471426511669106,0.062471426511669106,-0.062471426511669106,0.0,0.0,1.2000007629394602,,,,,,,,,,,,,,,,,
2011-01-27,48.15000152587891,49.08000183105469,47.88000106811523,47.9900016784668,47.9900016784668,2677200,-0.062471426511669106,1.9555026587526976,2.099459724766913,,,48.43800048828125,49.841000366210935,,,,48.54810663119713,48.94131944496593,,,,48.896695918983106,,,,0.5001076684156194,-0.5001076684156194,0.0,0.0,0.5001076684156194,0.5001076684156194,-0.5001076684156194,0.0,0.0,2.170001983642578,,,,,,,,,,,,,,,,,
2011-01-28,48.45000076293945,49.4900016784668,47.31999969482422,47.75,47.75,4488400,-0.5001076684156194,1.6545054174867406,1.9045027665215513,,,48.20200042724609,49.57800025939942,,,,48.28207108746476,48.72471590951757,,,,48.72028116221647,,,,-1.1937166383753273,1.1937166383753273,0.0,0.0,-1.1937166383753273,-1.1937166383753273,1.1937166383753273,0.0,0.0,1.5600013732910156,,,,,,,,,,,,,,,,,
2011-01-31,47.90000152587891,48.58000183105469,47.02000045776367,48.31999969482422,48.31999969482422,4495200,1.1937166383753273,1.6946949946654397,1.6619975508466964,,,47.98000030517578,49.23500022888184,,,,48.29471395658458,48.65113114320968,,,,48.65869939800228,,,,-1.5521523276837603,1.5521523276837603,0.0,0.0,-1.5521523276837603,-1.5521523276837603,1.5521523276837603,0.0,0.0,1.039997100830064,1.5729999542236324,48.58000183105469,,,,,,,,,,,,,,,
2011-02-01,48.63999938964844,49.59999847412109,48.56000137329102,49.06999969482422,49.06999969482422,3375700,1.5521523276837603,0.8528599633518343,1.7367998375642961,1.845910368352982,,48.23000030517578,48.918000030517575,,,,48.5531425359978,48.72728906168504,,,,48.72197636674411,,,,2.0582806762065826,-2.0582806762065826,0.0,0.0,2.0582806762065826,2.0582806762065826,-2.0582806762065826,0.0,0.0,1.3199996948242259,1.5424999237060546,49.59999847412109,45.119401931762695,45.43400192260742,45.74860191345215,,,,,,,,,,0.0,0.0,0.0
2011-02-02,48.97000122070312,49.11999893188477,47.79999923706055,48.06000137329102,48.06000137329102,3153100,-2.0582806762065826,1.4423540222921152,1.782059940890884,1.8286499332985189,,48.23800048828125,48.57300033569336,,,,48.388762148428874,48.60596402743158,,,,48.620134060059016,,,,-0.10403503044493558,0.10403503044493558,0.0,0.0,-0.10403503044493558,-0.10403503044493558,0.10403503044493558,0.0,0.0,0.9900016784667969,1.4594999313354489,49.11999893188477,46.20649864196777,46.51499862670898,46.82349861145019,,,,,,,,,,0.0,0.0,0.0
