Date_IBM,Open_IBM,High_IBM,Low_IBM,Close_IBM,Adj Close_IBM,Volume_IBM,Daily Return(%)_IBM,Vol5_IBM,Vol10_IBM,Vol20_IBM,Vol60_IBM,SMA5_IBM,SMA10_IBM,SMA30_IBM,SMA60_IBM,SMA100_IBM,EMA5_IBM,EMA10_IBM,EMA30_IBM,EMA60_IBM,EMA100_IBM,Short12_IBM,Long26_IBM,MACD_IBM,SIGNAL9_IBM,Ret5/10_IBM,Ret10/30_IBM,Ret30/60_IBM,Ret30/100_IBM,Emaret5/10_IBM,Emaret10/30_IBM,Emaret30/60_IBM,Emaret30/100_IBM,RetMACD_IBM,DayRange_IBM,average20r_IBM,PRVHI_IBM,HitLevel_IBM,hitlevel_2_IBM,hitlevel_1.8_IBM,Hit?_IBM,Hit?_IBM.1,Hit?_IBM.2,HitAt_2.2_IBM,HitAt_2.0_IBM,HitAt_1.8_IBM,ExitPr_2.2_IBM,ExitPr_2.0_IBM,ExitPr_1.8_IBM,ret_2.2_IBM,Ret2.0_IBM,Ret_1.8_IBM
2011-01-03,140.7361450195312,141.6826019287109,140.6692199707031,140.9942626953125,92.42768096923828,4815575,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,1.5105133056640057,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,141.0707397460938,141.7017211914062,140.1912078857422,141.1472320556641,92.52796936035156,5292865,0.10849332265537395,,,,,,,,,,,,,,,,,,,-0.09723891429239782,-0.3802759227308535,-0.28107831517101317,-0.42715730714703315,0.592045525017011,-0.13101538975223687,-0.37928292837540706,-0.6825263978539,0.15744000932574734,0.7170104980469034,,,,,,221.0,305.0,436.0,,,,,,,-0.027099272231875728,-0.08989394123448753,-0.07861163961436866
2011-01-05,140.8604278564453,140.9942626953125,140.2772521972656,140.5831756591797,92.15823364257812,4871640,-0.39962271188000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8833618164062216,,,,,,,,,,,,,,,,,
2011-01-06,140.6596527099609,142.2466583251953,140.3632965087891,142.1223754882812,93.1672134399414,5260543,1.0948677335565653,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8355712890625,,,,,,,,,,,,,,,,,
2011-01-07,142.2466583251953,142.3135833740234,140.4780120849609,141.4244689941406,92.70970916748047,4325942,-0.49106025123970926,,,,,141.25430297851562,,,,,141.25430297851562,,,,,,,,,,,,,,,,,,0.7934875488280966,,,,,,,,,,,,,,,,,
2011-01-10,141.0898590087891,141.5487518310547,140.7552642822266,141.1472320556641,92.52796936035156,3800536,-0.19603180443123455,0.6416875864193796,,,,141.2848968505859,,,,,141.21861267089844,,,,,,,,,,,,,,,,,,1.5296325683594034,,,,,,,,,,,,,,,,,
2011-01-11,141.6826019287109,141.8260040283203,140.2963714599609,140.8030548095703,92.30233764648438,4355126,-0.24384271733932805,0.6492980139258989,,,,141.21606140136717,,,,,141.08009338378906,,,,,,,,,,,,,,,,,,1.5487670898436932,,,,,,,,,,,,,,,,,
2011-01-12,141.4818420410156,142.7246704101562,141.1759033203125,142.5430145263672,93.4429702758789,4279709,1.2357400335881141,0.8174655644107292,,,,141.60802917480467,,,,,141.56773376464844,,,,,,,,,,,,,,,,,,0.9942626953123863,,,,,,,,,,,,,,,,,
2011-01-13,142.6768646240234,142.7246704101562,141.7304077148438,142.2753295898438,93.26746368408203,3604307,-0.18779239194065528,0.6889500925853419,,,,141.63861999511718,,,,,141.80359903971356,,,,,,,,,,,,,,,,,,1.4627227783203125,,,,,,,,,,,,,,,,,
2011-01-14,142.3422546386719,143.4034423828125,141.9407196044922,143.4034423828125,94.00701141357422,4753233,0.7929082267606447,0.6885420941327011,,,,142.03441467285157,141.64435882568358,,,,142.3368801540799,141.64435882568358,,,,,,,,0.4333328225911483,0.4333328225911483,0.0,0.0,-0.4333328225911483,0.4333328225911483,0.4333328225911483,0.0,0.0,1.988540649414091,,,,,,,,,,,,,,,,,
2011-01-18,143.2313537597656,144.7992401123047,142.8106994628906,144.0248565673828,94.41437530517578,9599037,0.4333328225911483,0.6351768494936434,0.634829373683818,,,142.6099395751953,141.94741821289062,,,,142.8995389585142,142.0771765969016,,,,,,,,3.345505414716872,3.345505414716872,0.0,0.0,-3.345505414716872,3.345505414716872,3.345505414716872,0.0,0.0,3.1548614501953978,,,,,,,,,,,,,,,,,
2011-01-19,146.5200805664062,149.2638549804688,146.1089935302734,148.8432159423828,97.57302856445312,12699486,3.345505414716872,1.346756688847179,1.1723631391676346,,,144.2179718017578,142.7170166015625,,,,144.88076461980376,143.30736556880728,,,,142.4426383972168,,,,0.07065392503981319,0.07065392503981319,0.0,0.0,-0.07065392503981319,0.07065392503981319,0.07065392503981319,0.0,0.0,1.4435882568359943,,,,,,,,,,,,,,,,,
2011-01-20,147.7342224121094,149.1013336181641,147.6577453613281,148.9483795166016,97.6419448852539,7782135,0.07065392503981319,1.4213056276719174,1.139527257353911,,,145.4990447998047,143.55353698730468,,,,146.2366362520697,144.33300446840624,,,,143.4435216463529,,,,-0.19255274891178767,-0.19255274891178767,0.0,0.0,0.19255274891178767,-0.19255274891178767,-0.19255274891178767,0.0,0.0,1.739974975585909,,,,,,,,,,,,,,,,,
2011-01-21,149.5219879150391,149.8852844238281,148.1453094482422,148.6615753173828,97.45391082763672,7331414,-0.19255274891178767,1.4222101642464482,1.1482683407442777,,,146.7762939453125,144.20745697021485,,,,147.04494927384076,145.12001735003835,,,,144.24629913420367,,,,2.6559413549755533,2.6559413549755533,0.0,0.0,-2.6559413549755533,2.6559413549755533,2.6559413549755533,0.0,0.0,4.2638702392578125,,,,,,,,,,,,,,,,,
2011-01-24,148.5850830078125,152.7629089355469,148.4990386962891,152.6099395751953,100.0422286987305,7620215,2.6559413549755533,1.6206313673307164,1.2830008473902945,,,148.61759338378906,145.3260040283203,,,,148.89994604095895,146.48182139097597,,,,145.53301304820238,,,,1.1338761548956362,1.1338761548956362,0.0,0.0,-1.1338761548956362,1.1338761548956362,1.1338761548956362,0.0,0.0,5.114730834960881,,,,,,,,,,,,,,,,,
2011-01-25,152.2084197998047,157.1223754882812,152.0076446533203,154.3403472900391,101.1765975952148,8640797,1.1338761548956362,1.560172355105852,1.2397784924516602,,,150.68069152832032,146.64531555175782,,,,150.71341312398567,147.9106442817147,,,,146.88798754694648,,,,-0.24777433652249142,-0.24777433652249142,0.0,0.0,0.24777433652249142,-0.24777433652249142,-0.24777433652249142,0.0,0.0,1.4149169921875,,,,,,,,,,,,,,,,,
2011-01-26,154.5602264404297,154.7801208496094,153.3652038574219,153.9579315185547,100.9259033203125,5599343,-0.24777433652249142,1.2352816279633316,1.2401836347166364,,,151.7036346435547,147.96080322265624,,,,151.7949192555087,149.01015105204922,,,,147.9756712348862,,,,0.018632702553582153,0.018632702553582153,0.0,0.0,-0.018632702553582153,0.018632702553582153,0.018632702553582153,0.0,0.0,1.261947631835909,,,,,,,,,,,,,,,,,
2011-01-27,154.3307800292969,155.0478057861328,153.7858581542969,153.9866180419922,100.944709777832,5102702,0.018632702553582153,1.2419404974226569,1.2635113543381844,,,152.7112823486328,149.10516357421875,,,,152.52548551766986,149.91496323203884,,,,148.90043228213327,,,,-1.1547745283311468,-1.1547745283311468,0.0,0.0,1.1547745283311468,-1.1547745283311468,-1.1547745283311468,0.0,0.0,3.1070861816405966,,,,,,,,,,,,,,,,,
