Date_TXN,Open_TXN,High_TXN,Low_TXN,Close_TXN,Adj Close_TXN,Volume_TXN,Daily Return(%)_TXN,Vol5_TXN,Vol10_TXN,Vol20_TXN,Vol60_TXN,SMA5_TXN,SMA10_TXN,SMA30_TXN,SMA60_TXN,SMA100_TXN,EMA5_TXN,EMA10_TXN,EMA30_TXN,EMA60_TXN,EMA100_TXN,Short12_TXN,Long26_TXN,MACD_TXN,SIGNAL9_TXN,Ret5/10_TXN,Ret10/30_TXN,Ret30/60_TXN,Ret30/100_TXN,Emaret5/10_TXN,Emaret10/30_TXN,Emaret30/60_TXN,Emaret30/100_TXN,RetMACD_TXN,DayRange_TXN,average20r_TXN,PRVHI_TXN,HitLevel_TXN,hitlevel_2_TXN,hitlevel_1.8_TXN,Hit?_TXN,Hit?_TXN.1,Hit?_TXN.2,HitAt_2.2_TXN,HitAt_2.0_TXN,HitAt_1.8_TXN,ExitPr_2.2_TXN,ExitPr_2.0_TXN,ExitPr_1.8_TXN,ret_2.2_TXN,Ret2.0_TXN,Ret_1.8_TXN
2011-01-03,32.68999862670898,32.9900016784668,32.31999969482422,32.72999954223633,24.71565818786621,7092500,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,0.5800018310546875,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,32.65999984741211,32.83000183105469,32.25,32.66999816894531,24.67034339904785,7914000,-0.183322255209894,,,,,,,,,,,,,,,,,,,-0.4142999039054317,-0.10293278794585764,-0.04610217616202764,0.1889911608580655,0.040113768920285425,-0.7441742126950539,-0.08621371129016943,0.10182947828812114,-0.10652490424483625,0.6100006103515625,,,,,,194.0,288.0,424.0,,,,,,,0.6775309787282348,0.8779067585271981,1.005808961535861
2011-01-05,32.56999969482422,32.86000061035156,32.25,32.79999923706055,24.76851463317871,8129000,0.3979218714459794,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6100006103515625,,,,,,,,,,,,,,,,,
2011-01-06,32.81999969482422,33.34000015258789,32.72999954223633,33.25,25.10832595825195,7386900,1.3719535774592324,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000022888183452,,,,,,,,,,,,,,,,,
2011-01-07,33.31999969482422,33.47000122070312,32.86999893188477,33.22000122070312,25.08567428588867,7311300,-0.09022189262220183,,,,,32.933999633789064,,,,,32.933999633789064,,,,,,,,,,,,,,,,,,0.5600013732910227,,,,,,,,,,,,,,,,,
2011-01-10,32.9900016784668,33.5,32.93999862670898,33.38000106811523,25.20649337768555,7539900,0.4816370907066538,0.618839229729788,,,,33.06399993896484,,,,,33.08266677856445,,,,,,,,,,,,,,,,,,0.3800010681152344,,,,,,,,,,,,,,,,,
2011-01-11,33.45000076293945,33.68000030517578,33.29999923706055,33.5,25.2971134185791,7132400,0.35949349324436186,0.533637926614318,,,,33.23000030517578,,,,,33.221777852376306,,,,,,,,,,,,,,,,,,0.44000244140625,,,,,,,,,,,,,,,,,
2011-01-12,33.70000076293945,33.79000091552734,33.34999847412109,33.65999984741211,25.41793251037598,6076400,0.47761148481226684,0.530854605620192,,,,33.402000427246094,,,,,33.36785185072158,,,,,,,,,,,,,,,,,,0.470001220703125,,,,,,,,,,,,,,,,,
2011-01-13,33.36000061035156,33.52000045776367,33.04999923706055,33.47999954223633,25.28200721740723,6322700,-0.534760267355201,0.4436131649580526,,,,33.44800033569336,,,,,33.40523441455983,,,,,,,,,,,,,,,,,,0.6199989318847656,,,,,,,,,,,,,,,,,
2011-01-14,33.56999969482422,34.04999923706055,33.43000030517578,34.04000091552734,25.70488929748535,9007000,1.6726445070124476,0.785179631643283,,,,33.6120002746582,33.272999954223636,,,,33.61682324821567,33.272999954223636,,,,,,,,2.379546230341815,2.379546230341815,0.0,0.0,-2.379546230341815,2.379546230341815,2.379546230341815,0.0,0.0,0.9000015258788991,,,,,,,,,,,,,,,,,
2011-01-18,33.95999908447266,34.86000061035156,33.95999908447266,34.84999847412109,26.31654930114746,12052600,2.379546230341815,1.1522696039935227,0.907227524289579,,,33.905999755859376,33.48499984741211,,,,34.02788165685081,33.559726957841356,,,,,,,,-1.979910062898156,-1.979910062898156,0.0,0.0,1.979910062898156,-1.979910062898156,-1.979910062898156,0.0,0.0,0.6300010681152344,,,,,,,,,,,,,,,,,
2011-01-19,34.27999877929688,34.70000076293945,34.06999969482422,34.15999984741211,25.79550170898438,8340800,-1.979910062898156,1.7379552448167004,1.213195958269434,,,34.0379997253418,33.63400001525879,,,,34.07192105370458,33.66886748321785,,,,33.478333155314125,,,,-0.7318501203650897,-0.7318501203650897,0.0,0.0,0.7318501203650897,-0.7318501203650897,-0.7318501203650897,0.0,0.0,0.6399993896484304,,,,,,,,,,,,,,,,,
2011-01-20,34.02999877929688,34.18999862670898,33.54999923706055,33.90999984741211,25.60671806335449,8664800,-0.7318501203650897,1.80774555637489,1.2702202076837004,,,34.087999725341795,33.74500007629395,,,,34.017947318273755,33.71270973125317,,,,33.54474341563689,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5800018310546875,,,,,,,,,,,,,,,,,
2011-01-21,34.40000152587891,34.4900016784668,33.90999984741211,33.90999984741211,25.60671806335449,9172000,0.0,1.7717419077667944,1.2195293447243771,,,34.17399978637695,33.81100006103516,,,,33.981964827986545,33.74858066146388,,,,33.600936712833075,,,,2.1822520843310422,2.1822520843310422,0.0,0.0,-2.1822520843310422,2.1822520843310422,2.1822520843310422,0.0,0.0,0.7800025939941406,,,,,,,,,,,,,,,,,
2011-01-24,34.08000183105469,34.65000152587891,33.86999893188477,34.65000152587891,26.16551399230957,10857200,2.1822520843310422,1.883851417987296,1.3621228447476081,,,34.295999908447264,33.954000091552736,,,,34.20464372728401,33.9124753640848,,,,33.76233129945551,,,,-1.9336275732691768,-1.9336275732691768,0.0,0.0,1.9336275732691768,-1.9336275732691768,-1.9336275732691768,0.0,0.0,1.1100006103515696,,,,,,,,,,,,,,,,,
2011-01-25,34.29999923706055,34.79999923706055,33.68999862670898,33.97999954223633,25.65957832336426,13185000,-1.9336275732691768,1.7134308229093764,1.5528592141641997,,,34.12200012207031,34.013999938964844,,,,34.129762332268115,33.92475248738508,,,,33.795818721421796,,,,1.0005890440500993,1.0005890440500993,0.0,0.0,-1.0005890440500993,1.0005890440500993,1.0005890440500993,0.0,0.0,0.7400016784667969,,,,,,,,,,,,,,,,,
2011-01-26,34.09000015258789,34.40999984741211,33.66999816894531,34.31999969482422,25.91631698608398,7400100,1.0005890440500993,1.5799042534836483,1.573766697652999,,,34.15400009155273,34.09599990844727,,,,34.19317478645348,33.996615616010374,,,,33.87646194809909,,,,0.9032674127259962,0.9032674127259962,0.0,0.0,-0.9032674127259962,0.9032674127259962,0.9032674127259962,0.0,0.0,0.7900009155273438,,,,,,,,,,,,,,,,,
2011-01-27,34.09999847412109,34.84000015258789,34.04999923706055,34.63000106811523,26.24984931945801,8342800,0.9032674127259962,1.532283862593588,1.5862163657130983,,,34.29800033569336,34.19300003051758,,,,34.338783547007395,34.11177660730216,,,,33.992391043486194,,,,-1.0395628046428727,-1.0395628046428727,0.0,0.0,1.0395628046428727,-1.0395628046428727,-1.0395628046428727,0.0,0.0,0.8499984741211009,,,,,,,,,,,,,,,,,
2011-01-28,34.58000183105469,34.86999893188477,34.02000045776367,34.27000045776367,25.97696113586426,10601600,-1.0395628046428727,1.6696694031186894,1.6231874473322365,,,34.37000045776367,34.27200012207031,,,,34.315855850592826,34.14054458011334,,,,34.03510018414427,,,,-1.050483237650516,-1.050483237650516,0.0,0.0,1.050483237650516,-1.050483237650516,-1.050483237650516,0.0,0.0,0.47999954223633523,,,,,,,,,,,,,,,,,
2011-01-31,34.02000045776367,34.27000045776367,33.79000091552734,33.90999984741211,25.70408821105957,10917600,-1.050483237650516,1.307809900761308,1.5851052088754927,,,34.22200012207031,34.25900001525879,,,,34.18057051619925,34.09862735598584,,,,34.01585397849317,,,,-3.214391499536015,3.214391499536015,0.0,0.0,-3.214391499536015,3.214391499536015,3.214391499536015,0.0,0.0,0.8699989318847727,0.6620008468627934,34.27000045776367,,,,,,,,,,,,,,,
2011-02-01,34.18999862670898,35.0,34.13000106811523,35.0,26.53031158447266,11582700,3.214391499536015,1.7677377956885698,1.7403207637096516,1.3827731498542597,,34.42600021362305,34.27400016784668,,,,34.45371367746617,34.26251329126114,,,,34.16726105872499,,,,0.34285409109935067,0.34285409109935067,0.0,0.0,-0.34285409109935067,0.34285409109935067,0.34285409109935067,0.0,0.0,0.49000167846678977,0.6575008392333984,35.0,32.81359859466553,32.94599876403809,33.07839893341065,,,,,,,,,,0.0,0.0,0.0
2011-02-02,34.79999923706055,35.29000091552734,34.79999923706055,35.11999893188477,26.62127304077148,8260800,0.34285409109935067,1.75542991839922,1.5865380151720156,1.377188881170234,,34.58600006103516,34.37000007629395,,,,34.67580876227237,34.41841977137453,,,,34.31383611613419,,,,-0.3701516439966456,-0.3701516439966456,0.0,0.0,0.3701516439966456,-0.3701516439966456,-0.3701516439966456,0.0,0.0,0.5099983215332102,0.6525007247924808,35.29000091552734,33.553498153686526,33.6849983215332,33.81649848937988,,,,,,,,,,0.0,0.0,0.0
2011-02-03,35.08000183105469,35.20999908447266,34.70000076293945,34.9900016784668,26.52274131774902,5733900,-0.3701516439966456,1.769913621912263,1.5646563752513623,1.3870777110463408,,34.65800018310547,34.478000259399415,,,,34.78053973433718,34.522343754482215,,,,34.41786158726228,,,,1.2860729541465359,1.2860729541465359,0.0,0.0,-1.2860729541465359,1.2860729541465359,1.2860729541465359,0.0,0.0,0.44000244140625,0.6440008163452152,35.20999908447266,33.85449932098388,33.98499946594237,34.11549961090087,,,,,,,,,,0.0,0.0,0.0
2011-02-04,35.15000152587891,35.54000091552734,35.09999847412109,35.43999862670898,26.86383438110352,7638900,1.2860729541465359,1.6584194180017002,1.587664433945327,1.3838205036018716,,34.89199981689453,34.6310001373291,,,,35.000359365127785,34.68919009488708,,,,34.57511343948485,,,,-0.5079015579874171,-0.5079015579874171,0.0,0.0,0.5079015579874171,-0.5079015579874171,-0.5079015579874171,0.0,0.0,0.7099990844726634,0.6495006561279311,35.54000091552734,33.79319728851319,33.92199745178223,34.05079761505127,,,,,,,,,,0.0,0.0,0.0
2011-02-07,35.5099983215332,35.84000015258789,35.13000106811523,35.2599983215332,26.72738838195801,11631600,-0.5079015579874171,1.52922820957672,1.4869224562866923,1.3935893186043016,,35.16199951171875,34.69199981689453,,,,35.086905683929594,34.79297340882274,,,,34.680480344415365,,,,0.05672279839975133,0.05672279839975133,0.0,0.0,-0.05672279839975133,0.05672279839975133,0.05672279839975133,0.0,0.0,0.3800010681152344,0.6405006408691417,35.84000015258789,34.111099472045886,34.240999603271476,34.37089973449706,,,,,,,,,,0.0,0.0,0.0
2011-02-08,35.33000183105469,35.43000030517578,35.04999923706055,35.27999877929688,26.7425537109375,7368100,0.05672279839975133,0.7140174738870038,1.2923699266958049,1.3940354188041886,,35.21799926757812,34.82199974060059,,,,35.15127004905203,34.88152347618167,,,,34.77271394978175,34.092692155104416,0.6800217946773373,,-0.5102049642967216,-0.5102049642967216,0.0,0.0,0.5102049642967216,-0.5102049642967216,-0.5102049642967216,0.0,0.0,0.3100013732910085,0.6370006561279304,35.43000030517578,34.43089874267578,34.55899887084961,34.68709899902343,,,,,,,,,,0.0,0.0,0.0
2011-02-09,35.08000183105469,35.27000045776367,34.95999908447266,35.09999847412109,26.60611724853516,7180900,-0.5102049642967216,0.7602751296053073,1.3005076512583325,1.4051542067047882,,35.21399917602539,34.89999961853027,,,,35.13417952407505,34.92124620307975,,,,34.823065415064725,34.16730743799454,0.6557579770701878,,0.2564107022803631,0.2564107022803631,0.0,0.0,-0.2564107022803631,0.2564107022803631,0.2564107022803631,0.0,0.0,0.4900016784667969,0.6395006179809577,35.27000045776367,34.028598861694334,34.15599899291992,34.283399124145504,,,,,,,,,,0.0,0.0,0.0
2011-02-10,34.90000152587891,35.2400016784668,34.75,35.18999862670898,26.6743278503418,8146700,0.2564107022803631,0.7371711536963936,1.2793523702965832,1.4040794709406097,,35.253998565673825,34.95599937438965,,,,35.15278589161969,34.97011028010324,,,,34.87951667839461,34.243062340862274,0.636454337532335,,1.221938965491826,1.221938965491826,0.0,0.0,-1.221938965491826,1.221938965491826,1.221938965491826,0.0,0.0,0.7599983215332102,0.654000473022462,35.2400016784668,33.863099098205566,33.99099922180176,34.11889934539795,,,,,,,,,,0.0,0.0,0.0
2011-02-11,35.16999816894531,35.79999923706055,35.04000091552734,35.61999893188477,27.00027275085449,7664900,1.221938965491826,0.7118498964424567,1.2415340202380234,1.408540723586117,,35.289998626708986,35.09099922180176,,,,35.30852357170806,35.08827185315443,,,,34.993437025085406,34.34505764390098,0.6483793811844265,,0.5895645858145533,0.5895645858145533,0.0,0.0,-0.5895645858145533,0.5895645858145533,0.5895645858145533,0.0,0.0,0.48999786376954546,0.647500419616701,35.79999923706055,33.80120063781738,33.93200073242187,34.062800827026365,,,,,,,,,,0.0,0.0,0.0
