Date_VRSN_L01d,Open_VRSN_L01d,High_VRSN_L01d,Low_VRSN_L01d,Close_VRSN_L01d,Adj Close_VRSN_L01d,Volume_VRSN_L01d,Daily_Return_VRSN_L01d,Vol5_VRSN_L01d,Vol10_VRSN_L01d,Vol20_VRSN_L01d,Vol60_VRSN_L01d,SMA5_VRSN_L01d,SMA10_VRSN_L01d,SMA30_VRSN_L01d,SMA60_VRSN_L01d,SMA100_VRSN_L01d,EMA5_VRSN_L01d,EMA10_VRSN_L01d,EMA30_VRSN_L01d,EMA60_VRSN_L01d,EMA100_VRSN_L01d,Short12_VRSN_L01d,Long26_VRSN_L01d,MACD_VRSN_L01d,SIGNAL9_VRSN_L01d,Ret5/10_VRSN_L01d,Ret10/30_VRSN_L01d,Ret30/60_VRSN_L01d,Ret30/100_VRSN_L01d,Emaret5/10_VRSN_L01d,Emaret10/30_VRSN_L01d,Emaret30/60_VRSN_L01d,Emaret30/100_VRSN_L01d,RetMACD_VRSN_L01d,DayRange_VRSN_L01d,average20r_VRSN_L01d,PRVHI_VRSN_L01d,HitLevel_VRSN_L01d,hitlevel_2_VRSN_L01d,hitlevel_1.8_VRSN_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,200.6499938964844,202.0200042724609,198.8300018310547,201.2100067138672,201.2100067138672,711800.0,-0.1736410244919141,0.9309875272299376,0.8007335576898658,1.2794533550770288,1.434006328297733,204.152001953125,204.78600158691407,210.71700083414717,208.33516693115237,206.3780000305176,203.48113424104784,205.19816364728297,208.0178606849724,208.20841813325475,208.3881977225689,205.7668581731521,207.8301569541172,-2.063298780965084,-1.1035534780120444,1.3567968268150488,1.3567968268150488,-1.3567968268150488,-1.3567968268150488,-1.3567968268150488,1.3567968268150488,1.3567968268150488,1.3567968268150488,1.3567968268150488,3.5099945068359943,3.4109992980956974,202.0200042724609,197.62700073242183,198.31000061035155,198.99300048828124,0.0,0.9969040870524541,0.1736410244919141,-1.0,0.1736410244919141,0.9864449281979702,-1.0,0.1736410244919141,0.8922229489711043,-1.0,0.1736410244919141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-04,201.3099975585938,201.8099975585938,198.3000030517578,198.4799957275391,198.4799957275391,497900.0,-1.3567968268150488,0.9980681032401836,0.8727369458428157,1.2955585836861043,1.4434176202482905,202.6980010986328,204.12000122070316,210.303667195638,208.18033345540368,206.3031999206543,201.81408806987827,203.9766785709659,207.4025145586864,207.88945346421488,208.19199570286537,204.6458024122886,207.13755241881512,-2.49175000652653,-1.3811927837149416,0.7910077081948723,0.7910077081948723,-0.7910077081948723,-0.7910077081948723,-0.7910077081948723,0.7910077081948723,0.7910077081948723,0.7910077081948723,0.7910077081948723,3.790008544921904,3.4599990844726536,201.8099975585938,194.5158058166504,195.1980056762695,195.88020553588865,0.0,0.993033509143806,1.3567968268150488,-1.0,1.3567968268150488,0.9834821868239639,-1.0,1.3567968268150488,0.8975632315360318,-1.0,1.3567968268150488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-05,198.4799957275391,200.2400054931641,196.4499969482422,196.9100036621094,196.9100036621094,475800.0,-0.7910077081948723,0.840976987311013,0.8849804333364131,1.2977338756610268,1.4458103440275056,200.82400207519527,203.3830017089844,209.78066711425785,207.99066696166992,206.18970001220703,200.17939326728867,202.69182858753743,206.72557837181049,207.5294715034901,207.9685899198801,203.45567952764569,206.3799562146147,-2.9242766869690517,-1.6898095643657634,-1.0613967289731792,-1.0613967289731792,1.0613967289731792,1.0613967289731792,1.0613967289731792,-1.0613967289731792,-1.0613967289731792,-1.0613967289731792,-1.0613967289731792,2.429992675781307,3.463999176025388,200.2400054931641,194.197999572754,194.8899993896485,195.58199920654303,1.0,0.9874178293550276,0.7910077081948723,-1.0,0.7910077081948723,0.9804874180735483,-1.0,0.7910077081948723,0.897582370344653,-1.0,0.7910077081948723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-08,197.6600036621094,199.0599975585938,196.6300048828125,199.0,199.0,432900.0,1.0613967289731792,1.212452749305215,0.9876919937242856,1.3398724187506366,1.4482227853690892,199.4320007324219,202.83700103759764,209.27533365885415,207.80583368937167,206.1183999633789,199.7862621781925,202.020587026167,206.22715396072596,207.24981670009697,207.79099407988247,202.77019036954636,205.8332927913099,-3.063102421763574,-1.9644681358453255,0.7185892843121574,0.7185892843121574,-0.7185892843121574,-0.7185892843121574,-0.7185892843121574,0.7185892843121574,0.7185892843121574,0.7185892843121574,0.7185892843121574,1.8300018310546875,3.397499084472656,199.0599975585938,192.61920730590825,193.31200714111333,194.0048069763184,0.0,0.9832131204476613,-1.0613967289731792,-1.0,-1.0613967289731792,0.9796022645235163,-1.0,-1.0613967289731792,0.9251839097457378,-1.0,-1.0613967289731792,0.0,0.0,1.0,0.113808125,0.113808125,0.881509364,0.881509364,,
2024-01-09,198.1199951171875,199.1000061035156,197.2700042724609,197.5700073242188,197.5700073242188,419900.0,-0.7185892843121574,0.9160613853570012,0.8971950989162187,1.3393443323438756,1.4493016954536753,198.63400268554688,201.9550018310547,208.75333404541016,207.61650060017905,206.0454000854492,199.0475105602013,201.21139071672184,205.66862837127388,206.93244590088784,207.5885983025426,201.9701622087267,205.22119757152535,-3.2510353627986888,-2.2217815812359984,-2.9609711129516136,-2.9609711129516136,2.9609711129516136,2.9609711129516136,2.9609711129516136,-2.9609711129516136,-2.9609711129516136,-2.9609711129516136,-2.9609711129516136,4.389999389648494,3.529499053955081,199.1000061035156,191.585499572754,192.2649993896485,192.944499206543,1.0,0.9835557469961255,0.7185892843121574,-1.0,0.7185892843121574,0.9783280625253852,-1.0,0.7185892843121574,0.9241307979872475,-1.0,0.7185892843121574,0.0,0.0,1.0,0.009630679,0.009630679,0.987992167,0.987992167,,
2024-01-10,199.1900024414062,203.5800018310547,199.1900024414062,203.4199981689453,203.4199981689453,610400.0,2.9609711129516136,1.775501277317885,1.3978715264705586,1.5240098404733,1.4990903041633086,199.0760009765625,201.6140014648437,208.4020004272461,207.5490005493164,206.0685000610352,200.50500642978264,201.6129557080352,205.52355545499464,206.81728368016843,207.50605176524363,202.19321389491415,205.08777539355648,-2.894561498642304,-2.3563375647172595,-0.1671400751897663,-0.1671400751897663,0.1671400751897663,0.1671400751897663,0.1671400751897663,-0.1671400751897663,-0.1671400751897663,-0.1671400751897663,-0.1671400751897663,2.679992675781307,3.499498748779301,203.5800018310547,191.33510818481443,192.04100799560544,192.74690780639645,1.0,0.9874115861505592,-2.9609711129516136,-1.0,-2.9609711129516136,0.9809724985620163,-1.0,-2.9609711129516136,1.0166231055199173,1.0,-2.9609711129516136,0.0,0.0,1.0,0.003837077,0.003837077,0.994052708,0.994052708,,
2024-01-11,203.0800018310547,204.3099975585938,201.6300048828125,203.7599945068359,203.7599945068359,446200.0,0.1671400751897663,1.5514129039305693,1.394876274144577,1.4832051667960244,1.4804098561818948,200.1320007324219,201.41500091552732,208.07766672770185,207.4253339131673,206.0927000427246,201.59000245546707,202.00332639872624,205.409777329307,206.7170446908788,207.431872413592,202.43425706597907,204.9894212537994,-2.5551641878203384,-2.3961028893378757,-0.2061239596917999,-0.2061239596917999,0.2061239596917999,0.2061239596917999,0.2061239596917999,-0.2061239596917999,-0.2061239596917999,-0.2061239596917999,-0.2061239596917999,1.889999389648409,3.4189987182617214,204.3099975585938,195.8811045837402,196.58100433349608,197.28090408325195,1.0,0.9936300663938953,-0.1671400751897663,-1.0,-0.1671400751897663,0.9834163155480198,-1.0,-0.1671400751897663,1.0018882004888423,1.0,0.1671400751897663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-12,205.1399993896484,205.8699951171875,203.9799957275391,204.1799926757812,204.1799926757812,282900.0,0.2061239596917999,1.3943258185972272,1.3935519031641113,1.4290998553323326,1.4674889283099697,201.58599853515625,201.2050003051758,207.8269999186198,207.25716705322264,206.1152000427246,202.45333252890512,202.3990839036453,205.33043638391823,206.6338626575969,207.36747875541752,202.7028317751794,204.9294635813536,-2.2266318061742254,-2.3622086727051457,-0.8521844925021338,0.8521844925021338,-0.8521844925021338,-0.8521844925021338,-0.8521844925021338,-0.8521844925021338,0.8521844925021338,0.8521844925021338,-0.8521844925021338,2.0500030517578978,2.998498535156256,205.8699951171875,196.78820037841805,197.4720001220704,198.1557998657227,0.0,1.0018935823135737,-0.2061239596917999,1.0,-0.2061239596917999,0.985723731308923,-1.0,-0.2061239596917999,0.9738402980512788,-1.0,0.2061239596917999,0.0,1.0,0.0,0.001270912,0.001270912,0.002603083,0.002603083,,
2024-01-16,203.4400024414062,204.0599975585938,202.0099945068359,202.4400024414062,202.4400024414062,382000.0,-0.8521844925021338,1.5377258037928607,1.4142519127821491,1.0928119886754075,1.4695471117243293,202.2739990234375,200.8529998779297,207.5016667683919,207.08050053914388,206.10970001220704,202.4488891664055,202.4065236377837,205.14395677472396,206.4963590439513,207.2699049670213,202.66239649306044,204.74505905246863,-2.082662559408192,-2.306299450045755,-0.2963871252122025,0.2963871252122025,-0.2963871252122025,-0.2963871252122025,-0.2963871252122025,-0.2963871252122025,0.2963871252122025,0.2963871252122025,-0.2963871252122025,2.4100036621092897,2.8589988708496152,204.0599975585938,199.27329833984373,199.87299804687495,200.47269775390623,0.0,1.007074821617658,-0.8521844925021338,1.0,-0.8521844925021338,0.9866560381305975,-1.0,0.8521844925021338,0.7436386216928627,-1.0,0.8521844925021338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-17,201.4900054931641,203.4700012207031,201.0599975585938,201.8399963378906,201.8399963378906,414900.0,-0.2963871252122025,1.4744839391378382,1.2377051440778917,1.0237048543057168,1.467922282849352,203.12799682617188,200.88099975585936,206.97066650390624,206.9168337504069,206.07619995117187,202.24592489023388,202.30351867416672,204.9307980368637,206.3436914142444,207.16238202387012,202.53587339226507,204.5298692217592,-1.9939958294940825,-2.2438387259354204,1.0652047137745029,-1.0652047137745029,1.0652047137745029,1.0652047137745029,1.0652047137745029,-1.0652047137745029,-1.0652047137745029,-1.0652047137745029,1.0652047137745029,4.639999389648409,2.891999053955085,203.4700012207031,197.77020004272464,198.34199981689457,198.9137995910645,1.0,1.0111857123025243,-0.2963871252122025,1.0,-0.2963871252122025,0.987179675344726,-1.0,0.2963871252122025,0.6973835510682661,-1.0,0.2963871252122025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
