Date_CSCO_L01d,Open_CSCO_L01d,High_CSCO_L01d,Low_CSCO_L01d,Close_CSCO_L01d,Adj Close_CSCO_L01d,Volume_CSCO_L01d,Daily_Return_CSCO_L01d,Vol5_CSCO_L01d,Vol10_CSCO_L01d,Vol20_CSCO_L01d,Vol60_CSCO_L01d,SMA5_CSCO_L01d,SMA10_CSCO_L01d,SMA30_CSCO_L01d,SMA60_CSCO_L01d,SMA100_CSCO_L01d,EMA5_CSCO_L01d,EMA10_CSCO_L01d,EMA30_CSCO_L01d,EMA60_CSCO_L01d,EMA100_CSCO_L01d,Short12_CSCO_L01d,Long26_CSCO_L01d,MACD_CSCO_L01d,SIGNAL9_CSCO_L01d,Ret5/10_CSCO_L01d,Ret10/30_CSCO_L01d,Ret30/60_CSCO_L01d,Ret30/100_CSCO_L01d,Emaret5/10_CSCO_L01d,Emaret10/30_CSCO_L01d,Emaret30/60_CSCO_L01d,Emaret30/100_CSCO_L01d,RetMACD_CSCO_L01d,DayRange_CSCO_L01d,average20r_CSCO_L01d,PRVHI_CSCO_L01d,HitLevel_CSCO_L01d,hitlevel_2_CSCO_L01d,hitlevel_1.8_CSCO_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,50.16999816894531,50.68000030517578,49.93999862670898,50.5099983215332,50.5099983215332,20303900.0,0.0,0.1345914663924356,0.4044723827134595,0.6660829165197597,1.5167609610522843,50.49199905395508,50.2509994506836,49.1326665242513,50.86416645050049,52.57379985809326,50.4396897774391,50.23304955192825,50.02150447681568,50.69873942881272,51.18244072328579,50.15065978077984,49.969576936570974,0.1810828442088663,-0.0105869610337948,-0.8513096510937744,-0.8513096510937744,0.8513096510937744,0.8513096510937744,-0.8513096510937744,-0.8513096510937744,-0.8513096510937744,0.8513096510937744,-0.8513096510937744,0.5199966430664062,0.5545000076293952,50.68000030517578,49.65660034179688,49.76600036621093,49.875400390625,0.0,1.004795916616703,0.0,1.0,0.0,1.0041136309133938,1.0,0.0,0.4391482465751564,-1.0,-0.0,1.0,0.0,3.0,0.937593341,0.24331167425,0.97721839,0.74178270375,,1
2024-01-04,50.43999862670898,50.5099983215332,49.9900016784668,50.08000183105469,50.08000183105469,18134100.0,-0.8513096510937744,0.3987916686182771,0.4954048323357848,0.7025210703418286,1.514616529317431,50.41999969482422,50.24099960327148,49.192999903361006,50.80016651153564,52.53669986724854,50.31979379531097,50.2052226935876,50.02527849966981,50.678452950197695,51.1606102501723,50.13978932697597,49.97775655838458,0.1620327685913949,0.023936984891243,0.0199646988171696,0.0199646988171696,-0.0199646988171696,-0.0199646988171696,0.0199646988171696,0.0199646988171696,0.0199646988171696,-0.0199646988171696,0.0199646988171696,0.5,0.5515001296997077,50.5099983215332,49.46010028839111,49.57100028991699,49.68190029144287,1.0,1.0035628290234313,-0.8513096510937744,1.0,-0.8513096510937744,1.0022820554431682,1.0,-0.8513096510937744,0.4638276796427298,-1.0,0.8513096510937744,0.0,0.0,1.0,0.001211469,0.001211469,0.995273411,0.995273411,-0.8513096510937744,1
2024-01-05,50.18000030517578,50.36999893188477,49.86999893188477,50.09000015258789,50.09000015258789,13988500.0,0.0199646988171696,0.3913538164663753,0.4222481336982943,0.6849095294138231,1.5147097236074127,50.34199981689453,50.26999969482422,49.26933326721191,50.737166531880696,52.498799858093264,50.24319591440328,50.18427314067856,50.02945409018066,50.65915941584983,51.13941005022013,50.13212945399319,49.986070898695935,0.1460585552972517,0.0483612989724448,0.7386682586497393,0.7386682586497393,-0.7386682586497393,-0.7386682586497393,0.7386682586497393,0.7386682586497393,0.7386682586497393,-0.7386682586497393,0.7386682586497393,0.8100013732910227,0.5640001296997081,50.36999893188477,49.296698036193845,49.40699806213379,49.51729808807373,1.0,1.001432268201858,0.0199646988171696,1.0,0.0199646988171696,1.0011741282684228,1.0,0.0199646988171696,0.4521721348580582,-1.0,-0.0199646988171696,0.0,0.0,1.0,0.00235997,0.00235997,0.990837634,0.990837634,0.0199646988171696,1
2024-01-08,49.75,50.5,49.68999862670898,50.45999908447266,50.45999908447266,18070300.0,0.7386682586497393,0.563165019122301,0.4608026717996407,0.6603756391910726,1.5181702870236595,50.32999954223633,50.345999526977536,49.34866650899252,50.68383318583171,52.469899864196776,50.31546363775974,50.2344051304593,50.0572311865866,50.65262956891943,51.12595636773008,50.18257093560541,50.02117669023495,0.1613942453704595,0.0709678882520477,1.0899707630589264,-1.0899707630589264,1.0899707630589264,1.0899707630589264,-1.0899707630589264,-1.0899707630589264,-1.0899707630589264,1.0899707630589264,-1.0899707630589264,0.6100006103515554,0.5755001068115245,50.5,49.12919864654541,49.24199867248536,49.3547986984253,0.0,0.9996821994817556,0.7386682586497393,-1.0,0.7386682586497393,1.0016136053983307,1.0,0.7386682586497393,0.4349812697795087,-1.0,-0.7386682586497393,0.0,1.0,4.0,0.02149906,0.0097039054,0.995451629,0.7314625003999999,0.7386682586497393,1
2024-01-09,49.95999908447266,50.04000091552734,49.43000030517578,49.90999984741211,49.90999984741211,20489200.0,-1.0899707630589264,0.7380824429803026,0.5482192256115794,0.7227631365778462,1.5224425618028343,50.20999984741211,50.32799949645996,49.400333150227866,50.61816654205322,52.43939987182617,50.18030904097721,50.17542235172345,50.04773239051083,50.62828105346017,51.10187802079308,50.14063692203721,50.012941368544375,0.1276955534928348,0.0823134213002051,-0.6611938129905613,0.6611938129905613,-0.6611938129905613,-0.6611938129905613,0.6611938129905613,0.6611938129905613,0.6611938129905613,-0.6611938129905613,0.6611938129905613,0.5,0.57100009918213,50.04000091552734,49.23389976501465,49.34899978637695,49.46409980773925,1.0,0.9976553876524309,-1.0899707630589264,-1.0,1.0899707630589264,1.0000973920900855,1.0,-1.0899707630589264,0.4747391820956254,-1.0,1.0899707630589264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0899707630589264,1
2024-01-10,50.0,50.31999969482422,49.81999969482422,50.2400016784668,50.2400016784668,15174200.0,0.6611938129905613,0.8428505575925888,0.5782903812928398,0.5782949324480797,1.525722013356937,50.15600051879883,50.32399978637695,49.47733319600423,50.55933322906494,52.39449989318848,50.20020658680707,50.18716404749496,50.06013686070154,50.61555058214891,51.08481116252919,50.15592380764176,50.029760650760856,0.1261631568809065,0.0910833684163454,-0.398083084316258,0.398083084316258,-0.398083084316258,-0.398083084316258,0.398083084316258,0.398083084316258,0.398083084316258,-0.398083084316258,0.398083084316258,0.4599990844726633,0.5700000762939468,50.31999969482422,48.78380069732665,48.89800071716308,49.0122007369995,1.0,0.996661647160574,0.6611938129905613,-1.0,-0.6611938129905613,1.0002598779899132,1.0,0.6611938129905613,0.3790303393314086,-1.0,-0.6611938129905613,1.0,1.0,1.0,0.990114927,0.3355306833333333,0.989315391,0.4735172186666667,0.6611938129905613,1
2024-01-11,50.45000076293945,50.5,50.04000091552734,50.43999862670898,50.43999862670898,16458300.0,0.398083084316258,0.7456094798829319,0.5837976987455485,0.5801064611589954,1.523300783458392,50.22799987792969,50.32399978637695,49.56366653442383,50.49733320871989,52.34849987030029,50.280137266774375,50.23313397098841,50.0846440714117,50.60979478033121,51.07204259746345,50.19962762595979,50.06014864897924,0.1394789769805555,0.1007624901291874,0.1982523331555673,-0.1982523331555673,0.1982523331555673,0.1982523331555673,-0.1982523331555673,-0.1982523331555673,-0.1982523331555673,0.1982523331555673,-0.1982523331555673,0.5200004577636719,0.5515001296997089,50.5,49.065999526977535,49.17999954223632,49.29399955749511,0.0,0.9980923633086644,0.398083084316258,-1.0,-0.398083084316258,1.0009357030324468,1.0,0.398083084316258,0.3808220066965131,-1.0,-0.398083084316258,0.0,1.0,1.0,0.001265551,0.001131115,0.994064987,0.4980139015,0.398083084316258,1
2024-01-12,50.5,50.81999969482422,50.29999923706055,50.34000015258789,50.34000015258789,18785400.0,-0.1982523331555673,0.7610281093658312,0.5862823027906916,0.5650901160055846,1.522843968325515,50.27799987792969,50.30999984741211,49.63999989827474,50.4373332341512,52.29749988555909,50.30009156204555,50.252564185824674,50.10111865729404,50.60094905483143,51.05754670746591,50.22122339928719,50.08087838998729,0.1403450092998994,0.1086789939633298,-0.4966229623405115,0.4966229623405115,-0.4966229623405115,-0.4966229623405115,0.4966229623405115,0.4966229623405115,0.4966229623405115,-0.4966229623405115,0.4966229623405115,0.5200004577636719,0.5355001449584978,50.81999969482422,49.28669971466064,49.396999740600585,49.50729976654053,1.0,0.9993639441546517,-0.1982523331555673,-1.0,0.1982523331555673,1.0009457701709534,1.0,-0.1982523331555673,0.3710755190677512,-1.0,0.1982523331555673,0.0,0.0,1.0,0.006288104,0.006288104,0.928211749,0.928211749,-0.1982523331555673,1
2024-01-16,50.25,50.59000015258789,50.06999969482422,50.59000015258789,50.59000015258789,17015900.0,0.4966229623405115,0.716814454560613,0.6090395667883867,0.556196379572357,1.524533161257331,50.30400009155274,50.31699981689453,49.71366653442383,50.38433322906494,52.24879989624024,50.396727758893,50.31391617978162,50.1326593989259,50.60059007443,51.04828835984456,50.27795828441037,50.11859111314288,0.1593671712674904,0.1188166294241619,0.573237625326453,-0.573237625326453,0.573237625326453,0.573237625326453,-0.573237625326453,-0.573237625326453,-0.573237625326453,0.573237625326453,-0.573237625326453,0.5200004577636719,0.5365001678466814,50.59000015258789,49.64189937591552,49.74899940490722,49.856099433898926,0.0,0.9997416434726017,0.4966229623405115,-1.0,-0.4966229623405115,1.0016458981013419,1.0,0.4966229623405115,0.3648306207479568,-1.0,-0.4966229623405115,1.0,0.0,0.0,0.78881669,0.78881669,0.088553585,0.088553585,0.4966229623405115,1
2024-01-17,50.2400016784668,50.43000030517578,49.90999984741211,50.29999923706055,50.29999923706055,17370600.0,-0.573237625326453,0.5213269969898715,0.6371046998041315,0.5468576185469398,1.5227214333811347,50.38199996948242,50.295999908447264,49.77466646830241,50.33399988810221,52.19199989318847,50.36448491828219,50.31138582655961,50.14345551751524,50.59073463713919,51.0334707534528,50.28134920020271,50.1320287519516,0.1493204482511174,0.1249173931895531,0.89463373710729,0.89463373710729,-0.89463373710729,-0.89463373710729,0.89463373710729,0.89463373710729,0.89463373710729,-0.89463373710729,0.89463373710729,0.5200004577636648,0.517500305175783,50.43000030517578,49.4096997833252,49.516999816894526,49.62429985046386,1.0,1.0017098787416834,-0.573237625326453,1.0,0.573237625326453,1.0010554090460881,1.0,-0.573237625326453,0.35913175355565,-1.0,0.573237625326453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.573237625326453,1
