Date_ADBE_L01d,Open_ADBE_L01d,High_ADBE_L01d,Low_ADBE_L01d,Close_ADBE_L01d,Adj Close_ADBE_L01d,Volume_ADBE_L01d,Daily_Return_ADBE_L01d,Vol5_ADBE_L01d,Vol10_ADBE_L01d,Vol20_ADBE_L01d,Vol60_ADBE_L01d,SMA5_ADBE_L01d,SMA10_ADBE_L01d,SMA30_ADBE_L01d,SMA60_ADBE_L01d,SMA100_ADBE_L01d,EMA5_ADBE_L01d,EMA10_ADBE_L01d,EMA30_ADBE_L01d,EMA60_ADBE_L01d,EMA100_ADBE_L01d,Short12_ADBE_L01d,Long26_ADBE_L01d,MACD_ADBE_L01d,SIGNAL9_ADBE_L01d,Ret5/10_ADBE_L01d,Ret10/30_ADBE_L01d,Ret30/60_ADBE_L01d,Ret30/100_ADBE_L01d,Emaret5/10_ADBE_L01d,Emaret10/30_ADBE_L01d,Emaret30/60_ADBE_L01d,Emaret30/100_ADBE_L01d,RetMACD_ADBE_L01d,DayRange_ADBE_L01d,average20r_ADBE_L01d,PRVHI_ADBE_L01d,HitLevel_ADBE_L01d,hitlevel_2_ADBE_L01d,hitlevel_1.8_ADBE_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,574.5800170898438,577.2999877929688,570.1900024414062,571.7899780273438,571.7899780273438,2478000.0,-1.4274189653537872,1.2127922491136127,1.113450022016101,1.9833338639631,1.7966780096719357,588.0119995117187,593.7910034179688,605.2350016276042,581.6293334960938,560.7840008544922,584.8486727614087,591.1805243620099,594.7471646301292,581.630682917388,559.9395956082101,592.768484580246,595.6140171152709,-2.8455325350249723,1.387488394921082,0.828973996838456,0.828973996838456,-0.828973996838456,-0.828973996838456,0.828973996838456,0.828973996838456,0.828973996838456,-0.828973996838456,0.828973996838456,6.25,10.977993774414063,577.2999877929688,565.7032153320313,567.9520141601563,570.2008129882812,0.0,1.0792658148331264,1.4274189653537872,1.0,-1.4274189653537872,1.0621630784729752,1.0,-1.4274189653537872,1.0892201941113036,1.0,1.4274189653537872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2024-01-04,570.989990234375,572.9099731445312,566.6599731445312,567.0499877929688,567.0499877929688,2092100.0,-0.828973996838456,1.1793095783903456,1.0046351105726736,1.987290971922628,1.8005309598312087,582.2059936523438,590.0320007324219,603.7133341471355,582.2586669921875,561.3700006103516,578.9157777719288,586.7931540767297,592.9602499954738,581.1526273395382,560.0803954534528,588.8117927668187,593.4981630913967,-4.686370324577979,0.1727166510212697,0.4320628268712272,0.4320628268712272,-0.4320628268712272,-0.4320628268712272,0.4320628268712272,0.4320628268712272,0.4320628268712272,-0.4320628268712272,0.4320628268712272,6.17999267578125,10.584991455078123,572.9099731445312,553.1484014892578,555.3440002441406,557.5395989990234,0.0,1.07542856492286,0.828973996838456,1.0,-0.828973996838456,1.058705597997946,1.0,-0.828973996838456,1.173868567780895,1.0,-0.828973996838456,0.0,0.0,1.0,0.003144965,0.003144965,0.993496418,0.993496418,-0.828973996838456,-1
2024-01-05,563.5,569.52001953125,563.3400268554688,564.5999755859375,564.5999755859375,1922900.0,-0.4320628268712272,1.123609899396316,0.9668450188431992,1.9787897844926896,1.800672818055847,576.0219848632812,586.8859985351562,602.1670003255208,582.7900004069011,561.793500366211,574.1438437099317,582.7580307147675,591.1305548722779,580.6099174459774,560.1698920897396,585.0868978159139,591.3575566095109,-6.270658793597022,-1.1159584379023888,-2.8250111400515827,-2.8250111400515827,2.8250111400515827,2.8250111400515827,-2.8250111400515827,-2.8250111400515827,-2.8250111400515827,2.8250111400515827,-2.8250111400515827,13.6400146484375,10.62899169921875,569.52001953125,549.6229919433594,551.739990234375,553.8569885253906,1.0,1.071865373901606,0.4320628268712272,1.0,-0.4320628268712272,1.0552701300440088,1.0,-0.4320628268712272,1.1621406507742897,1.0,-0.4320628268712272,0.0,0.0,2.0,0.003388922,0.003142007,0.99505049,0.987049669,0.4320628268712272,1
2024-01-08,567.8699951171875,581.510009765625,567.8699951171875,580.5499877929688,580.5499877929688,2830000.0,2.8250111400515827,2.0725047282579805,1.4049074833560828,2.024186258466255,1.7896085157080537,572.8119873046875,584.9269958496094,600.8613342285156,583.3006673177083,562.4120001220704,576.2792250709441,582.3565683653495,590.4479376413548,580.6079525393214,560.5734583412886,584.3889116585377,590.5569959564336,-6.168084297895916,-2.1263836099010947,-0.9732192804863804,-0.9732192804863804,0.9732192804863804,0.9732192804863804,-0.9732192804863804,-0.9732192804863804,-0.9732192804863804,0.9732192804863804,-0.9732192804863804,10.91998291015625,10.7284912109375,581.510009765625,546.1362377929687,548.2620361328125,550.3878344726562,1.0,1.0683650670648916,-2.8250111400515827,1.0,2.8250111400515827,1.0532927109828985,1.0,2.8250111400515827,1.4751894717701428,1.0,2.8250111400515827,0.0,0.0,2.0,0.004620519,0.003460935,0.993147314,0.992732674,2.8250111400515827,1
2024-01-09,578.3300170898438,588.2000122070312,577.280029296875,586.2000122070312,586.2000122070312,1926900.0,0.9732192804863804,1.7024192226977364,1.4639842820924216,2.039879043943065,1.780022609485141,574.03798828125,583.6719970703125,599.7536682128906,583.743500773112,563.1291003417969,579.5861541163065,583.0553763365643,590.1738779359146,580.7912987579348,561.0809148534817,584.6675425121521,590.2342564194408,-5.566713907288772,-2.8144496693786305,-0.8239537682128037,-0.8239537682128037,0.8239537682128037,0.8239537682128037,-0.8239537682128037,-0.8239537682128037,-0.8239537682128037,0.8239537682128037,-0.8239537682128037,8.22003173828125,10.465493774414062,588.2000122070312,557.9073291015625,560.05302734375,562.1987255859375,1.0,1.0650376047852332,-0.9732192804863804,1.0,0.9732192804863804,1.0518516354990084,1.0,0.9732192804863804,1.1628671451748978,1.0,0.9732192804863804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9732192804863804,-1
2024-01-10,585.4299926757812,593.6500244140625,585.4299926757812,591.030029296875,591.030029296875,2135700.0,0.8239537682128037,1.433628035211,1.49982591006746,1.957506171504712,1.7621463300722449,577.8859985351562,582.9489990234375,598.8123352050782,584.4480010986329,563.9227005004883,583.400779176496,584.5053132384389,590.2291135075894,581.1269948411787,561.673966624638,585.6463866328787,590.2932025585101,-4.646815925631358,-3.1809229206291763,-1.0930004597541616,-1.0930004597541616,1.0930004597541616,1.0930004597541616,-1.0930004597541616,-1.0930004597541616,-1.0930004597541616,1.0930004597541616,-1.0930004597541616,13.32000732421875,10.586993408203124,593.6500244140625,565.1759259033203,567.2690246582031,569.3621234130859,1.0,1.061869534022349,-0.8239537682128037,1.0,0.8239537682128037,1.0508393633668884,1.0,0.8239537682128037,0.9558629608862521,-1.0,0.8239537682128037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8239537682128037,-1
2024-01-11,592.0,597.8400268554688,584.52001953125,597.489990234375,597.489990234375,2331800.0,1.0930004597541616,1.162518448931067,1.5427056224247,1.947044320898728,1.76623820341835,583.9739990234375,583.0899963378906,597.9513346354166,585.2271677652994,564.8163003540039,588.0971828624557,586.8661636013363,590.6975571673821,581.6634864934146,562.3831948149298,587.4684794946473,590.8262979419075,-3.357818447260115,-3.2163020259553643,-0.1590005226127039,0.1590005226127039,-0.1590005226127039,-0.1590005226127039,0.1590005226127039,-0.1590005226127039,0.1590005226127039,-0.1590005226127039,0.1590005226127039,6.3599853515625,10.183993530273437,597.8400268554688,570.3586389160156,572.4760375976563,574.5934362792968,0.0,1.0586651522993316,-1.0930004597541616,1.0,1.0930004597541616,1.0503470989416213,1.0,1.0930004597541616,0.7535581850696275,-1.0,-1.0930004597541616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0930004597541616,1
2024-01-12,598.3900146484375,599.3800048828125,593.02001953125,596.5399780273438,596.5399780273438,1477000.0,-0.1590005226127039,1.0784755774388937,1.54344369837311,1.9261937413173535,1.7549141340370764,590.3619995117188,583.1919921875,597.2563334147136,585.8346669514974,565.577000427246,590.9114479174184,588.6250389515195,591.0744875454442,582.1512403141991,563.05956675973,588.8640946535237,591.2495335037917,-2.385438850267974,-3.050129390817886,0.1911044842639607,-0.1911044842639607,0.1911044842639607,0.1911044842639607,-0.1911044842639607,0.1911044842639607,-0.1911044842639607,0.1911044842639607,0.1911044842639607,9.41998291015625,9.911993408203124,599.3800048828125,575.4352410888672,577.4720397949219,579.5088385009766,1.0,1.0560124138066727,0.1590005226127039,1.0,-0.1590005226127039,1.0497548082646622,1.0,-0.1590005226127039,0.6987463025542668,-1.0,0.1590005226127039,0.0,0.0,5.0,0.184061721,0.048281922,0.99798727,0.8809873996,-0.1590005226127039,1
2024-01-16,592.8300170898438,597.760009765625,588.3400268554688,597.6799926757812,597.6799926757812,2126100.0,0.1911044842639607,0.5418871083366976,1.5435546114178291,1.27410385471854,1.7536206091987865,593.7880004882812,583.2999938964844,596.8119995117188,586.4981669108073,566.3590005493164,593.1676295035394,590.2713941741125,591.5006491667564,582.6603797358903,563.7451197481668,590.2203866569479,591.7258638128279,-1.505477155880044,-2.7411989438303177,-0.2643583705671823,0.2643583705671823,-0.2643583705671823,-0.2643583705671823,0.2643583705671823,-0.2643583705671823,0.2643583705671823,-0.2643583705671823,-0.2643583705671823,14.30999755859375,9.954495239257811,597.760009765625,577.5736193847656,579.5560180664063,581.5384167480469,0.0,1.0537697801798254,0.1911044842639607,1.0,0.1911044842639607,1.049234181275021,1.0,0.1911044842639607,0.35106442255317954,-1.0,-0.1911044842639607,0.0,0.0,1.0,0.071829118,0.071829118,0.640209317,0.640209317,0.1911044842639607,1
2024-01-17,591.989990234375,596.75,582.4400024414062,596.0999755859375,596.0999755859375,2588300.0,-0.2643583705671823,0.5994986570665962,1.204785517826152,1.2767900904764506,1.753104903035395,595.7679931640625,584.9029907226562,596.2663330078125,587.1708333333333,567.0129000854492,594.1450781976721,591.3311362489898,591.7973799034777,583.101022222777,564.3858099627761,591.1249387998694,592.0498720923175,-0.924933292448145,-2.377945813553884,-0.4026108836101195,0.4026108836101195,-0.4026108836101195,-0.4026108836101195,0.4026108836101195,-0.4026108836101195,0.4026108836101195,-0.4026108836101195,-0.4026108836101195,12.67999267578125,9.762994384765625,596.75,575.8601202392579,577.8510192871094,579.841918334961,0.0,1.0515921823259307,-0.2643583705671823,1.0,-0.2643583705671823,1.0485688503446065,1.0,-0.2643583705671823,0.497597828158076,-1.0,0.2643583705671823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2643583705671823,1
