Date_JNPR_L01d,Open_JNPR_L01d,High_JNPR_L01d,Low_JNPR_L01d,Close_JNPR_L01d,Adj Close_JNPR_L01d,Volume_JNPR_L01d,Daily_Return_JNPR_L01d,Vol5_JNPR_L01d,Vol10_JNPR_L01d,Vol20_JNPR_L01d,Vol60_JNPR_L01d,SMA5_JNPR_L01d,SMA10_JNPR_L01d,SMA30_JNPR_L01d,SMA60_JNPR_L01d,SMA100_JNPR_L01d,EMA5_JNPR_L01d,EMA10_JNPR_L01d,EMA30_JNPR_L01d,EMA60_JNPR_L01d,EMA100_JNPR_L01d,Short12_JNPR_L01d,Long26_JNPR_L01d,MACD_JNPR_L01d,SIGNAL9_JNPR_L01d,Ret5/10_JNPR_L01d,Ret10/30_JNPR_L01d,Ret30/60_JNPR_L01d,Ret30/100_JNPR_L01d,Emaret5/10_JNPR_L01d,Emaret10/30_JNPR_L01d,Emaret30/60_JNPR_L01d,Emaret30/100_JNPR_L01d,RetMACD_JNPR_L01d,DayRange_JNPR_L01d,average20r_JNPR_L01d,PRVHI_JNPR_L01d,HitLevel_JNPR_L01d,hitlevel_2_JNPR_L01d,hitlevel_1.8_JNPR_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,29.22999954223633,30.35000038146973,29.21999931335449,30.02000045776367,30.02000045776367,4754000.0,2.317656106473467,1.17127910812132,0.9511920292064197,0.7910692429477395,1.3684084984851024,29.55800018310547,29.45200004577637,28.769666735331217,27.573333422342937,27.782700061798096,29.618999428851318,29.48202061368953,28.84386206410808,28.341894889513373,28.329263229337883,29.426185729612214,28.96525356386864,0.4609321657435821,0.4975473493544065,-0.8327781352026791,-0.8327781352026791,-0.8327781352026791,0.8327781352026791,0.8327781352026791,-0.8327781352026791,-0.8327781352026791,-0.8327781352026791,0.8327781352026791,0.3999996185302699,0.4199999809265146,30.35000038146973,28.584800033569334,28.66800003051757,28.751200027465817,0.0,1.0035990811206148,-2.317656106473467,1.0,2.317656106473467,1.0177111366953957,1.0,2.317656106473467,1.2024131107183729,1.0,-2.317656106473467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2024-01-04,30.04999923706055,30.15999984741211,29.76000022888184,29.77000045776367,29.77000045776367,2346100.0,-0.8327781352026791,1.2343765150652402,1.007103040583294,0.810406838071945,1.37279202737273,29.62400016784668,29.48700008392334,28.86466674804688,27.62250010172526,27.803600063323973,29.669333105155435,29.534380585339377,28.90361292821489,28.388718022898622,28.35779267940572,29.47908030317398,29.024864444897897,0.4542158582760827,0.4888810511387417,0.4702700285378425,0.4702700285378425,0.4702700285378425,-0.4702700285378425,-0.4702700285378425,0.4702700285378425,0.4702700285378425,0.4702700285378425,-0.4702700285378425,0.370000839233402,0.4150000572204601,30.15999984741211,29.4260004234314,29.510000419616706,29.594000415802004,1.0,1.004646118070113,0.8327781352026791,1.0,-0.8327781352026791,1.0181373073944708,1.0,-0.8327781352026791,1.2427129106897872,1.0,-0.8327781352026791,0.0,0.0,2.0,0.01011323,0.007026871,0.98595655,0.9242121875,-0.8327781352026791,-1
2024-01-05,29.77000045776367,30.09000015258789,29.71999931335449,29.90999984741211,29.90999984741211,1976900.0,0.4702700285378425,1.2391492337747716,0.8912485049048944,0.8130419618629411,1.3592368346695862,29.704000091552736,29.572000122070317,28.966000048319497,27.67983344395956,27.82500005722046,29.74955535257433,29.60267499662533,28.9685411165502,28.438596115505625,28.38852945500981,29.54537561767216,29.09043003026932,0.4549455874028361,0.4820939583915606,1.0364408810560433,1.0364408810560433,1.0364408810560433,-1.0364408810560433,-1.0364408810560433,1.0364408810560433,1.0364408810560433,1.0364408810560433,-1.0364408810560433,0.5,0.4215001106262214,30.09000015258789,29.246999721527096,29.32999973297119,29.41299974441528,1.0,1.004463680810819,-0.4702700285378425,1.0,0.4702700285378425,1.0186347103384485,1.0,0.4702700285378425,1.0961900451764592,1.0,0.4702700285378425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4702700285378425,1
2024-01-08,29.88999938964844,30.3700008392334,29.8700008392334,30.21999931335449,30.21999931335449,3036100.0,1.0364408810560433,1.256900034621135,0.9204777035262622,0.8346932972328698,1.353538670481599,29.852000045776368,29.673000144958497,29.07199999491373,27.74683341979981,27.853900051116945,29.90637000616772,29.71491578148517,29.049280355053703,28.497002777730177,28.424796184878016,29.64916387854636,29.17410182901637,0.475062049529992,0.4806875766192469,21.806757808311243,21.806757808311243,21.806757808311243,-21.806757808311243,-21.806757808311243,21.806757808311243,21.806757808311243,21.806757808311243,-21.806757808311243,1.020000457763672,0.4515001296997081,30.3700008392334,29.162699909210204,29.24699993133545,29.331299953460693,1.0,1.006032416673185,-1.0364408810560433,1.0,1.0364408810560433,1.0193801987398872,1.0,1.0364408810560433,1.102773565545309,1.0,1.0364408810560433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0364408810560433,-1
2024-01-09,36.36000061035156,37.27000045776367,36.25,36.81000137329102,36.81000137329102,32010200.0,21.806757808311243,9.48556138635244,6.863734658177205,4.897790432025787,3.086859311924594,31.346000289916997,30.409000205993653,29.38800004323324,27.92866678237915,27.95080005645752,32.20758046187549,31.004931343631693,29.549972033649663,28.76956010873217,28.590839851975304,30.750831185430155,29.73972401748116,1.011107167948996,0.5867714948851968,2.118986009771864,2.118986009771864,2.118986009771864,-2.118986009771864,-2.118986009771864,2.118986009771864,2.118986009771864,2.118986009771864,2.118986009771864,0.3600006103515767,0.4475001335144061,37.27000045776367,29.37670055389404,29.467000579833982,29.557300605773925,1.0,1.0308132486295507,-21.806757808311243,1.0,21.806757808311243,1.0271263071791155,1.0,21.806757808311243,1.4013941089223532,1.0,21.806757808311243,1.0,0.0,0.0,0.994677544,0.994677544,0.003242612,0.003242612,-21.806757808311243,1
2024-01-10,37.34999847412109,37.70999908447266,37.34999847412109,37.59000015258789,37.59000015258789,49280000.0,2.118986009771864,9.499800697267592,6.8309885971006254,4.901207872329681,3.0858753596080613,32.86000022888184,31.209000205993654,29.73166669209798,28.127500120798747,28.047200050354004,34.00172035877962,32.20221658162373,30.068683525194068,29.05875486426842,28.76904104604684,31.803011026531344,30.32122595341499,1.4817850731163524,0.765774210531428,0.4256447107279252,0.4256447107279252,0.4256447107279252,0.4256447107279252,-0.4256447107279252,0.4256447107279252,0.4256447107279252,0.4256447107279252,0.4256447107279252,0.279998779296875,0.4425000190734883,37.70999908447266,36.28550016403198,36.37500019073486,36.46450021743774,1.0,1.0529014070297296,2.118986009771864,1.0,2.118986009771864,1.0347547121562146,1.0,2.118986009771864,1.3937357433186497,1.0,2.118986009771864,0.0,0.0,6.0,0.446422666,0.0761493463333333,0.99736172,0.900362422,2.118986009771864,-1
2024-01-11,37.59999847412109,37.77000045776367,37.4900016784668,37.75,37.75,10960900.0,0.4256447107279252,9.324337289133489,6.789993843070803,4.894449432947309,3.077202360318229,34.4560001373291,32.04000015258789,30.073666699727376,28.31850010553996,28.14270004272461,35.25114690585308,33.21090447587396,30.56425233002026,29.34371372117765,28.946881817412248,32.717932407064986,30.87150551242129,1.8464268946436952,0.9819047473538816,-0.6357660356736341,-0.6357660356736341,-0.6357660356736341,-0.6357660356736341,0.6357660356736341,-0.6357660356736341,-0.6357660356736341,-0.6357660356736341,-0.6357660356736341,0.5499992370605398,0.4369999885559098,37.77000045776367,36.73649904251099,36.824999046325686,36.91349905014039,0.0,1.0754057419861174,0.4256447107279252,1.0,0.4256447107279252,1.0415945514068226,1.0,0.4256447107279252,1.387284501779406,1.0,0.4256447107279252,0.0,0.0,1.0,0.006493017,0.006493017,0.982126534,0.982126534,-0.4256447107279252,-1
2024-01-12,37.70000076293945,38.04000091552734,37.4900016784668,37.5099983215332,37.5099983215332,10344900.0,-0.6357660356736341,9.475645639424071,6.8306932675989565,4.905844212097338,3.0765670421369697,35.97599983215332,32.839999961853025,30.389333279927573,28.50866673787435,28.23780002593994,36.00409737774646,33.99255790235746,31.012364974634,29.61146075725488,29.116448480860186,33.45517331698317,31.363245720503656,2.0919275964795148,1.2039093171790085,-0.42655253151602,-0.42655253151602,-0.42655253151602,-0.42655253151602,0.42655253151602,-0.42655253151602,-0.42655253151602,-0.42655253151602,-0.42655253151602,0.4000015258789133,0.435500049591066,38.04000091552734,36.80860048294067,36.89600048065185,36.98340047836304,0.0,1.095493297014101,-0.6357660356736341,1.0,-0.6357660356736341,1.047309527512448,1.0,-0.6357660356736341,1.3923583734589708,1.0,-0.6357660356736341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6357660356736341,-1
2024-01-16,37.5,37.59000015258789,37.18999862670898,37.34999847412109,37.34999847412109,10405500.0,-0.42655253151602,9.64774521350096,6.845796011537084,4.920615372208126,3.057455722245311,37.40199966430664,33.626999855041504,30.685999870300293,28.705666700998943,28.32790000915527,36.452731076538,34.60300164267812,31.421244555246066,29.86518330534885,29.27948907478614,34.054377187312085,31.806708887438283,2.2476682998738013,1.412661113717967,-0.3480515628616175,-0.3480515628616175,-0.3480515628616175,-0.3480515628616175,0.3480515628616175,-0.3480515628616175,-0.3480515628616175,-0.3480515628616175,-0.3480515628616175,0.2999992370605397,0.42799997329712,37.59000015258789,37.081900806426994,37.1690008163452,37.25610082626342,0.0,1.112260975571366,-0.42655253151602,1.0,-0.42655253151602,1.052102852809831,1.0,-0.42655253151602,1.3912479423208877,1.0,-0.42655253151602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42655253151602,-1
2024-01-17,37.22000122070312,37.5099983215332,37.20999908447266,37.22000122070312,37.22000122070312,4928300.0,-0.3480515628616175,1.1315090716207197,6.839620257997433,4.908219753356769,3.043203777780746,37.48399963378906,34.41499996185303,30.97433325449625,28.908166726430256,28.41870002746582,36.70848779125971,35.078819747773565,31.79535788850136,30.106324876344072,29.436726939061725,34.54139626937224,32.20769350471716,2.3337027646550865,1.596869443905391,0.2686686481500652,0.2686686481500652,0.2686686481500652,0.2686686481500652,-0.2686686481500652,0.2686686481500652,0.2686686481500652,0.2686686481500652,0.2686686481500652,0.1999969482421946,0.4194997787475596,37.5099983215332,36.64840021133423,36.73400020599365,36.81960020065308,1.0,1.0891762218607537,-0.3480515628616175,1.0,-0.3480515628616175,1.0561022648594496,1.0,-0.3480515628616175,1.3935032662952316,1.0,-0.3480515628616175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3480515628616175,-1
