Date_INTU_L01d,Open_INTU_L01d,High_INTU_L01d,Low_INTU_L01d,Close_INTU_L01d,Adj Close_INTU_L01d,Volume_INTU_L01d,Daily_Return_INTU_L01d,Vol5_INTU_L01d,Vol10_INTU_L01d,Vol20_INTU_L01d,Vol60_INTU_L01d,SMA5_INTU_L01d,SMA10_INTU_L01d,SMA30_INTU_L01d,SMA60_INTU_L01d,SMA100_INTU_L01d,EMA5_INTU_L01d,EMA10_INTU_L01d,EMA30_INTU_L01d,EMA60_INTU_L01d,EMA100_INTU_L01d,Short12_INTU_L01d,Long26_INTU_L01d,MACD_INTU_L01d,SIGNAL9_INTU_L01d,Ret5/10_INTU_L01d,Ret10/30_INTU_L01d,Ret30/60_INTU_L01d,Ret30/100_INTU_L01d,Emaret5/10_INTU_L01d,Emaret10/30_INTU_L01d,Emaret30/60_INTU_L01d,Emaret30/100_INTU_L01d,RetMACD_INTU_L01d,DayRange_INTU_L01d,average20r_INTU_L01d,PRVHI_INTU_L01d,HitLevel_INTU_L01d,hitlevel_2_INTU_L01d,hitlevel_1.8_INTU_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,597.5599975585938,598.3800048828125,589.4099731445312,591.1400146484375,591.1400146484375,1439400.0,-2.090233687734053,1.6362926387892995,1.3668930114461657,1.4565072949201556,1.5458557933247254,615.414013671875,618.4150085449219,592.0496663411458,555.8813329060872,541.6822991943359,608.9697095303017,611.6042686179335,592.2743172618078,567.9206353196406,545.8554888516143,610.5821031704955,596.4609723326693,14.121130837826286,18.038590185850158,0.7307925731923159,-0.7307925731923159,-0.7307925731923159,-0.7307925731923159,0.7307925731923159,0.7307925731923159,-0.7307925731923159,-0.7307925731923159,0.7307925731923159,8.70001220703125,10.510501098632812,598.3800048828125,599.9170959472656,602.02099609375,604.1248962402344,0.0,1.065064846207327,2.090233687734053,1.0,-2.090233687734053,1.0428821923832021,1.0,-2.090233687734053,0.9384731653685933,-1.0,-2.090233687734053,0.0,2.0,0.0,0.151661813,0.0800053555,0.311309785,0.1793094485,,1
2024-01-04,590.6099853515625,594.510009765625,585.8099975585938,586.8200073242188,586.8200073242188,956700.0,-0.7307925731923159,1.349806249987747,1.3284070060482924,1.4708329319601134,1.5502582634411846,606.9540161132812,614.9510070800782,592.7936665852865,556.7465001424154,542.5727993774414,601.5864754616074,607.0980392918035,591.9224262980924,568.5402868607744,546.6666674352301,606.9263961172221,595.7468267764878,11.17956934073436,16.666786016826997,-0.3749040897672974,0.3749040897672974,0.3749040897672974,0.3749040897672974,-0.3749040897672974,-0.3749040897672974,0.3749040897672974,0.3749040897672974,-0.3749040897672974,6.01995849609375,10.285501098632812,594.510009765625,575.2569024658203,577.3590026855469,579.4611029052735,1.0,1.0647461033588002,0.7307925731923159,1.0,-0.7307925731923159,1.0411266184256243,1.0,-0.7307925731923159,0.9031664828703445,-1.0,0.7307925731923159,0.0,0.0,2.0,0.006999578,0.004108955,0.997400403,0.9234236775,-0.7307925731923159,1
2024-01-05,586.8200073242188,592.1699829101562,586.1500244140625,589.02001953125,589.02001953125,838900.0,0.3749040897672974,1.487384746381012,1.3525109231616896,1.4479411437029803,1.5469103926727497,599.1540161132813,612.2820068359375,593.6883341471354,557.5616673787434,543.4049996948243,597.3976568181549,603.8111266080665,591.7351742486188,569.211753505708,547.5053476747553,604.1715689501495,595.2485447583219,8.923024191827608,15.11803365182712,-1.589077627448266,1.589077627448266,1.589077627448266,1.589077627448266,-1.589077627448266,-1.589077627448266,1.589077627448266,1.589077627448266,-1.589077627448266,8.6300048828125,10.310501098632812,592.1699829101562,571.8819073486328,573.9390075683593,575.996107788086,1.0,1.0647940288618365,-0.3749040897672974,1.0,0.3749040897672974,1.0395694934340196,1.0,0.3749040897672974,0.9340924726420603,-1.0,-0.3749040897672974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3749040897672974,1
2024-01-08,593.0999755859375,600.5499877929688,591.9199829101562,598.3800048828125,598.3800048828125,1689700.0,1.589077627448266,1.96976335340842,1.4466268214030835,1.4725669793665397,1.5578849445240233,593.8240112304687,610.0210083007812,594.8266682942708,558.5083338419596,544.4169998168945,597.7251061730408,602.8236499307476,592.1638729992119,570.1680896164327,548.5127666293703,603.2805590936362,595.4805047675435,7.800054326092663,13.65443778668023,-1.1363995684148016,1.1363995684148016,1.1363995684148016,1.1363995684148016,-1.1363995684148016,-1.1363995684148016,1.1363995684148016,1.1363995684148016,-1.1363995684148016,16.5999755859375,10.628500366210938,600.5499877929688,569.4868804931641,571.5489807128906,573.6110809326171,1.0,1.0650273814223659,-1.589077627448266,1.0,1.589077627448266,1.0385777173141633,1.0,1.589077627448266,0.9823843951908966,-1.0,-1.589077627448266,1.0,0.0,4.0,0.921554565,0.1871455896,0.996596277,0.8013592766000001,1.589077627448266,1
2024-01-09,591.1500244140625,606.739990234375,590.1400146484375,605.1799926757812,605.1799926757812,1271100.0,1.1363995684148016,1.4869979463738403,1.5018842958491154,1.4858078212193078,1.5626745955313657,594.1080078125,608.1320068359375,596.1970011393229,559.5378341674805,545.5122998046875,600.210068340621,603.25207588439,593.0036226557647,571.3160208642802,549.634889917418,603.5727796447354,596.1989853533389,7.373794291396507,12.398309087623486,-0.5816483647594431,0.5816483647594431,0.5816483647594431,0.5816483647594431,-0.5816483647594431,-0.5816483647594431,0.5816483647594431,0.5816483647594431,-0.5816483647594431,10.3399658203125,10.542498779296874,606.739990234375,577.1672869873047,579.2929870605469,581.418687133789,1.0,1.0655168689823924,-1.1363995684148016,1.0,1.1363995684148016,1.0379607800227197,1.0,1.1363995684148016,1.0108200228860114,1.0,-1.1363995684148016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1363995684148016,1
2024-01-10,603.1199951171875,613.3599853515625,603.02001953125,608.7000122070312,608.7000122070312,1292400.0,0.5816483647594431,0.8785694778686465,1.5229236705267053,1.416296872271016,1.5388862655210738,597.6200073242187,606.5170104980468,597.7793355305989,560.7986679077148,546.7347998046876,603.0400496294244,604.2426097612338,594.0162929493949,572.5417254984687,550.8044962993906,604.3615846543194,597.1249873425013,7.236597311818059,11.365966732462402,-0.0016444497164878,0.0016444497164878,0.0016444497164878,0.0016444497164878,-0.0016444497164878,-0.0016444497164878,0.0016444497164878,0.0016444497164878,-0.0016444497164878,15.15997314453125,10.73399658203125,613.3599853515625,583.5464929199219,585.6549926757813,587.7634924316407,1.0,1.0659428592454674,-0.5816483647594431,1.0,0.5816483647594431,1.037507427833718,1.0,0.5816483647594431,1.0752856271473044,1.0,0.5816483647594431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816483647594431,1
2024-01-11,611.1699829101562,615.6699829101562,600.510009765625,608.7100219726562,608.7100219726562,1315200.0,0.0016444497164878,0.6287987179848615,1.491383932377506,1.3932939804974849,1.5304981157086164,601.9980102539063,604.4760131835938,599.2340026855469,561.9288345336914,547.9623001098632,604.9300404105018,605.0548665269469,594.9642754670248,573.7275712845076,551.9511403721285,605.0305750109866,597.9831380558461,7.047436955140483,10.50226077699802,-0.5076252581317453,0.5076252581317453,0.5076252581317453,0.5076252581317453,-0.5076252581317453,-0.5076252581317453,0.5076252581317453,0.5076252581317453,-0.5076252581317453,7.90997314453125,10.293496704101562,615.6699829101562,589.7451928710938,591.8919921875,594.0387915039063,1.0,1.0663877093668144,-0.0016444497164878,1.0,0.0016444497164878,1.037015310480845,1.0,0.0016444497164878,1.0704014753907123,1.0,0.0016444497164878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016444497164878,1
2024-01-12,612.0,613.989990234375,606.0800170898438,611.7999877929688,611.7999877929688,802400.0,0.5076252581317453,0.6122903811191849,1.5141615995125153,1.2604236370898212,1.5289210494732743,606.55400390625,602.8540100097656,600.3863362630208,563.1458338419596,549.1976998901367,607.2200228713241,606.2812522116781,596.0504504557954,574.9758472356046,553.1362660636304,606.0720231312915,599.0066084067441,7.065414724547395,9.814891566507896,-1.30270854235813,-1.30270854235813,-1.30270854235813,-1.30270854235813,1.30270854235813,-1.30270854235813,-1.30270854235813,-1.30270854235813,1.30270854235813,11.74005126953125,9.798001098632811,613.989990234375,593.0242901611329,595.0829895019531,597.1416888427734,0.0,1.0661294112166197,-0.5076252581317453,1.0,0.5076252581317453,1.0366530234644016,1.0,0.5076252581317453,1.2013116502706558,1.0,0.5076252581317453,0.0,0.0,2.0,0.014134856,0.012833962,0.930075645,0.865313649,0.5076252581317453,1
2024-01-16,607.75,612.9600219726562,601.219970703125,603.8300170898438,603.8300170898438,1433100.0,-1.30270854235813,0.9237794725332362,1.5499623347135243,1.2498034029950589,1.5115299734255367,607.6440063476563,600.7340087890625,601.4653361002604,564.4193344116211,550.3570001220703,606.090020944164,605.8355730986173,596.5523579805728,575.9218855914813,554.1401027176148,605.7270991249148,599.3638979388256,6.3632011860892135,9.12455349042416,-0.6607803721989081,0.6607803721989081,-0.6607803721989081,-0.6607803721989081,0.6607803721989081,-0.6607803721989081,-0.6607803721989081,-0.6607803721989081,0.6607803721989081,8.550048828125,9.737002563476562,612.9600219726562,592.4343878173828,594.3939880371094,596.3535882568359,0.0,1.0656356000406293,1.30270854235813,1.0,-1.30270854235813,1.0358216503057591,1.0,-1.30270854235813,1.240164917937619,1.0,-1.30270854235813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.30270854235813,1
2024-01-17,600.5599975585938,601.8400268554688,593.2899780273438,599.8400268554688,599.8400268554688,1540000.0,-0.6607803721989081,0.8027149554648357,1.133075955540406,1.2260827177336735,1.505714492414635,606.5760131835938,600.3420104980469,602.3160034179688,565.7246678670248,551.3468005371094,604.0066895812656,604.7454737816811,596.7644656499209,576.706086944399,555.0450517104437,604.8213956988462,599.3991667474658,5.422228951380475,8.384088582615423,1.9205051314238957,-1.9205051314238957,1.9205051314238957,1.9205051314238957,-1.9205051314238957,-1.9205051314238957,1.9205051314238957,1.9205051314238957,-1.9205051314238957,10.32000732421875,9.725503540039062,601.8400268554688,591.5386163330078,593.4860168457031,595.4334173583984,1.0,1.0646804667169736,0.6607803721989081,1.0,-0.6607803721989081,1.0347809380889295,1.0,-0.6607803721989081,0.9241431586563883,-1.0,-0.6607803721989081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6607803721989081,1
