Date_NVDA_L01d,Open_NVDA_L01d,High_NVDA_L01d,Low_NVDA_L01d,Close_NVDA_L01d,Adj Close_NVDA_L01d,Volume_NVDA_L01d,Daily_Return_NVDA_L01d,Vol5_NVDA_L01d,Vol10_NVDA_L01d,Vol20_NVDA_L01d,Vol60_NVDA_L01d,SMA5_NVDA_L01d,SMA10_NVDA_L01d,SMA30_NVDA_L01d,SMA60_NVDA_L01d,SMA100_NVDA_L01d,EMA5_NVDA_L01d,EMA10_NVDA_L01d,EMA30_NVDA_L01d,EMA60_NVDA_L01d,EMA100_NVDA_L01d,Short12_NVDA_L01d,Long26_NVDA_L01d,MACD_NVDA_L01d,SIGNAL9_NVDA_L01d,Ret5/10_NVDA_L01d,Ret10/30_NVDA_L01d,Ret30/60_NVDA_L01d,Ret30/100_NVDA_L01d,Emaret5/10_NVDA_L01d,Emaret10/30_NVDA_L01d,Emaret30/60_NVDA_L01d,Emaret30/100_NVDA_L01d,RetMACD_NVDA_L01d,DayRange_NVDA_L01d,average20r_NVDA_L01d,PRVHI_NVDA_L01d,HitLevel_NVDA_L01d,hitlevel_2_NVDA_L01d,hitlevel_1.8_NVDA_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,474.8500061035156,481.8399963378906,473.2000122070312,475.6900024414062,475.6900024414062,32089600.0,-1.2435621834944808,1.295784433754968,1.5226949169991049,1.762320342752045,2.105068738269096,488.3960021972656,489.0119995117187,481.6549997965495,465.4153335571289,458.7615005493164,484.91049205065366,486.4352800644658,480.24505249263177,469.6210189594052,453.55532764601367,486.1721980882237,481.74285038813423,4.429347700089465,5.883079881025934,-0.9018496337749624,0.9018496337749624,0.9018496337749624,0.9018496337749624,-0.9018496337749624,-0.9018496337749624,0.9018496337749624,0.9018496337749624,-0.9018496337749624,9.920013427734377,11.559997558593755,481.8399963378906,467.1473181152343,469.4930175781249,471.8387170410156,1.0,1.0499028345225583,1.2435621834944808,1.0,-1.2435621834944808,1.0588455767571727,1.0,-1.2435621834944808,0.8640284516158167,-1.0,1.2435621834944808,3.0,4.0,15.0,0.988951385,0.118852778090909,0.997182012,0.6807171405,,
2024-01-04,477.6700134277344,485.0,475.0799865722656,479.9800109863281,479.9800109863281,30653500.0,0.9018496337749624,1.4353275761386337,1.574141522729283,1.701526289928683,2.102111972643381,485.5580017089844,487.4059997558594,480.85133361816406,465.8695002237956,459.47580078125,483.2669983625452,485.2615947775317,480.2279530406122,469.96065804225503,454.0785887022576,485.2195539187013,481.6122696917041,3.6072842269971934,5.427920750220187,-2.28967664961532,2.28967664961532,2.28967664961532,2.28967664961532,-2.28967664961532,-2.28967664961532,2.28967664961532,2.28967664961532,-2.28967664961532,12.410003662109318,11.19299774169922,485.0,456.4080017089844,458.7200012207031,461.03200073242186,1.0,1.0465215639225594,-0.9018496337749624,1.0,0.9018496337749624,1.0575877502022033,1.0,0.9018496337749624,0.9251349991161529,-1.0,-0.9018496337749624,1.0,0.0,8.0,0.694198132,0.0967022685555555,0.997305274,0.8639315897777777,,
2024-01-05,484.6199951171875,495.4700012207031,483.0599975585938,490.9700012207031,490.9700012207031,41456800.0,2.28967664961532,1.9335399062564835,1.4544793256897257,1.6619997827522557,2.116603337515681,484.7080017089844,488.3920013427734,480.5690002441406,466.4193333943685,460.01020080566406,485.8346659819312,486.29948685810825,480.9209884070697,470.64948896613856,454.8091117224248,486.1042381190093,482.30543499014846,3.798803128860868,5.102097225948323,-6.428097031937571,6.428097031937571,6.428097031937571,6.428097031937571,-6.428097031937571,-6.428097031937571,6.428097031937571,6.428097031937571,-6.428097031937571,27.959991455078125,12.078497314453127,495.4700012207031,460.3754049682617,462.6140045166016,464.8526040649414,1.0,1.0446920511816256,-2.28967664961532,1.0,2.28967664961532,1.0574128266378737,1.0,2.28967664961532,0.875138096156139,-1.0,-2.28967664961532,3.0,3.0,10.0,0.989417851,0.1906606205625,0.993555605,0.64096649275,,
2024-01-08,495.1199951171875,522.75,494.7900085449219,522.530029296875,522.530029296875,64251000.0,6.428097031937571,3.536668546651321,2.425521046260969,2.1032611092624767,2.2524228652260265,490.1700073242188,491.6550048828125,481.7480010986328,467.3271672566732,460.841501159668,498.0664537535792,492.8868582106113,483.60544265802486,472.35049028845776,456.1501199912258,491.7082059925272,485.2850345684245,6.423171424102634,5.366312065579185,-1.6975091611716768,1.6975091611716768,1.6975091611716768,1.6975091611716768,-1.6975091611716768,1.6975091611716768,1.6975091611716768,1.6975091611716768,1.6975091611716768,26.3499755859375,12.800495910644534,522.75,468.8973071289062,471.31300659179686,473.7287060546875,1.0,1.0453659227442742,-6.428097031937571,1.0,6.428097031937571,1.0601892260103476,1.0,6.428097031937571,1.153219177390436,1.0,-6.428097031937571,7.0,15.0,36.0,0.997161031,0.1020339498103448,0.99811852,0.6394069337586207,,
2024-01-09,524.010009765625,543.25,516.9000244140625,531.4000244140625,531.4000244140625,77310000.0,1.6975091611716768,2.806644078815252,2.417302478122501,2.095343144600009,2.260596532808437,500.114013671875,495.9650085449219,483.5360015869141,468.3596674601237,461.806901550293,509.17764397374026,499.88925206578426,486.6889640616402,474.2865405876579,457.64021710850966,497.8146395958403,488.70095974217554,9.113679853664737,6.115785623196295,2.2769994411045227,2.2769994411045227,2.2769994411045227,2.2769994411045227,-2.2769994411045227,2.2769994411045227,2.2769994411045227,2.2769994411045227,2.2769994411045227,11.1099853515625,12.50549468994141,543.25,494.588908996582,497.1490081787109,499.7091073608398,1.0,1.047052350156908,1.6975091611716768,1.0,1.6975091611716768,1.0634750746703778,1.0,1.6975091611716768,1.1536547053651933,1.0,1.6975091611716768,1.0,2.0,6.0,0.974721789,0.1106689074444444,0.997495472,0.6677656257777778,,
2024-01-10,536.1599731445312,546.0,534.8900146484375,543.5,543.5,53379600.0,2.2769994411045227,2.149567553145639,2.4578470511766826,2.0457892867376226,2.231074584975048,513.6760131835938,501.0360076904297,485.5720011393229,469.8411677042643,462.9075015258789,520.6184293158269,507.8184789629144,490.3541921866957,476.55583433888216,459.3404108291332,504.8431565810956,492.7601479094218,12.083008671673838,7.309230232891805,0.8684398717801288,0.8684398717801288,0.8684398717801288,0.8684398717801288,-0.8684398717801288,0.8684398717801288,0.8684398717801288,0.8684398717801288,0.8684398717801288,17.86004638671875,12.588496398925784,546.0,515.7379116821289,518.2390106201171,520.7401095581055,1.0,1.0489611845535773,2.2769994411045227,1.0,2.2769994411045227,1.0675180772829915,1.0,2.2769994411045227,1.2014175003800904,1.0,2.2769994411045227,0.0,3.0,13.0,0.298210829,0.0248726024375,0.997888625,0.8086517399375001,,
2024-01-11,549.989990234375,553.4600219726562,535.5999755859375,548.219970703125,548.219970703125,59675900.0,0.8684398717801288,2.156667866954811,2.445418198718264,2.01859082921705,2.227821094604143,527.3240051269531,506.4410034179688,487.9056671142578,471.2956670125325,464.0598013305664,529.818943111593,515.1642047338618,494.0874682200137,478.9054781541032,461.1004021137667,511.51651259986943,496.8682829311776,14.64822966869184,8.777030120051812,-0.2042966650322933,-0.2042966650322933,-0.2042966650322933,-0.2042966650322933,0.2042966650322933,-0.2042966650322933,-0.2042966650322933,-0.2042966650322933,-0.2042966650322933,6.4000244140625,12.41549682617188,553.4600219726562,518.3053079223632,520.8230072021485,523.3407064819336,0.0,1.0513853294668485,0.8684398717801288,1.0,0.8684398717801288,1.07153987711793,1.0,0.8684398717801288,1.2114481861917343,1.0,0.8684398717801288,0.0,1.0,12.0,0.0265112,0.0073446369230769,0.998183429,0.8810337415384615,,
2024-01-12,546.2000122070312,549.7000122070312,543.2999877929688,547.0999755859375,547.0999755859375,35247900.0,-0.2042966650322933,2.5341682173601106,2.465123913423007,2.0285129783793945,2.130608185733869,538.55,511.6290008544922,490.0956665039063,473.0909998575846,464.8341009521485,535.5792872697078,520.9707085251482,497.5076299855572,481.1413633158027,462.8033639647008,516.990891520803,500.5891490537524,16.401742467050553,10.30197258945156,3.056119993493748,3.056119993493748,3.056119993493748,3.056119993493748,-3.056119993493748,3.056119993493748,3.056119993493748,3.056119993493748,3.056119993493748,19.3499755859375,12.758995056152353,549.7000122070312,526.1459289550781,528.6290283203125,531.1121276855469,1.0,1.0543453363253963,-0.2042966650322933,1.0,-0.2042966650322933,1.0749870651836995,1.0,-0.2042966650322933,1.2152369443514366,1.0,-0.2042966650322933,2.0,6.0,13.0,0.996419668,0.1014789744285714,0.997313201,0.6078987412857143,,
2024-01-16,550.1799926757812,568.3499755859375,549.0,563.8200073242188,563.8200073242188,44958000.0,3.056119993493748,1.2609674402379063,2.512494837980794,2.0971538148969517,2.0796680833078223,546.8079956054687,518.4890014648438,493.2996663411458,475.45533345540366,465.9055010986328,544.9928606212115,528.7614901249792,501.78584787837406,483.8521385291934,464.8036935361763,524.1953708751746,505.2729163330462,18.922454542128374,12.026068979986924,-0.583515658296227,-0.583515658296227,-0.583515658296227,-0.583515658296227,0.583515658296227,-0.583515658296227,-0.583515658296227,-0.583515658296227,-0.583515658296227,17.30999755859375,12.982495117187506,568.3499755859375,521.630223083496,524.1820220947266,526.733821105957,0.0,1.0587976857493975,3.056119993493748,1.0,3.056119993493748,1.0795651042719594,1.0,3.056119993493748,1.1980498617380866,1.0,3.056119993493748,1.0,2.0,8.0,0.994189739,0.1071247794545454,0.996608853,0.7241543644545454,,
2024-01-17,563.469970703125,564.7100219726562,547.4000244140625,560.530029296875,560.530029296875,47439400.0,-0.583515658296227,1.5651900884432444,2.1979707641478683,2.117656316505359,2.0823147627953147,552.6339965820313,526.3740051269531,496.3956675211588,477.7806671142578,466.7992013549805,550.1719168464327,534.5375881562329,505.57579506666445,486.3661677346911,466.69926454133866,529.785318324667,509.3660358118484,20.4192825128186,13.70471168655326,1.880359209401328,1.880359209401328,1.880359209401328,1.880359209401328,-1.880359209401328,1.880359209401328,1.880359209401328,1.880359209401328,1.880359209401328,14.92999267578125,13.087495422363286,564.7100219726562,539.788486328125,542.3849853515625,544.981484375,1.0,1.0634029922936212,-0.583515658296227,1.0,-0.583515658296227,1.083301032332958,1.0,-0.583515658296227,1.0379261011414012,1.0,-0.583515658296227,1.0,1.0,6.0,0.982859313,0.1257277357499999,0.997121513,0.74733326575,,
